Clase,Pieza,Superficie_1,Superficie_2,Tamanio_cavidad_mm,Estado_cavidad,Tecnica,Tipo_resina,Indice_contraccion_%,Peso_resina_inicial_mg,Peso_sobrante_mg,Margen_cavo_mm,Ajuste_margen
IV,6,Incisal,Distal,1.76,limpia,Estratificacion,Bulk,1.5,117.66,3.58,2.56,Sobreobturado
IV,6,Incisal,Distal,3.01,con_tejido,Bulk,Compuesta,2.0,116.11,1.65,2.57,Subobturado
IV,6,Incisal,Distal,4.72,limpia,Bulk,Compuesta,2.0,110.53,4.51,4.6,Equiobturado
IV,6,Incisal,Distal,2.91,con_tejido,Bulk,Fluida,3.5,114.66,16.63,3.82,Sobreobturado
IV,6,Incisal,Distal,5.48,con_tejido,Estratificacion,Bulk,1.5,85.4,9.25,5.67,Equiobturado
IV,6,Incisal,Distal,3.27,con_tejido,Bulk,Fluida,3.5,108.71,13.03,2.58,Subobturado
IV,6,Incisal,Distal,4.37,con_tejido,Estratificacion,Bulk,1.5,122.67,10.21,3.46,Subobturado
IV,6,Incisal,Distal,3.07,limpia,Bulk,Compuesta,2.0,91.45,9.74,2.51,Subobturado
IV,6,Incisal,Distal,2.59,limpia,Estratificacion,Con fibra de vidrio,1.0,84.09,14.08,3.14,Sobreobturado
IV,7,Incisal,Mesial,4.0,limpia,Estratificacion,Bulk,1.5,94.76,14.93,4.18,Equiobturado
IV,7,Incisal,Mesial,2.81,con_tejido,Bulk,Con fibra de vidrio,1.0,127.92,0.89,3.27,Sobreobturado
IV,7,Incisal,Mesial,3.71,limpia,Bulk,Con fibra de vidrio,1.0,99.66,19.76,3.73,Equiobturado
IV,7,Incisal,Mesial,1.87,con_tejido,Bulk,Bulk,1.5,91.52,16.71,1.98,Equiobturado
IV,7,Incisal,Mesial,5.24,con_tejido,Bulk,Con fibra de vidrio,1.0,124.8,16.23,5.25,Equiobturado
IV,7,Incisal,Mesial,3.75,con_tejido,Estratificacion,Compuesta,2.0,123.38,17.0,4.47,Sobreobturado
IV,7,Incisal,Mesial,4.49,con_tejido,Estratificacion,Bulk,1.5,119.72,23.38,4.06,Subobturado
IV,7,Incisal,Mesial,2.46,limpia,Bulk,Compuesta,2.0,90.98,1.69,1.75,Subobturado
IV,7,Incisal,Mesial,2.69,con_tejido,Bulk,Con fibra de vidrio,1.0,82.29,2.24,3.09,Sobreobturado
IV,7,Incisal,Mesial,3.43,limpia,Estratificacion,Compuesta,2.0,89.31,13.92,2.59,Subobturado
IV,7,Incisal,Mesial,4.97,con_tejido,Estratificacion,Fluida,3.5,123.53,18.77,5.15,Equiobturado
IV,7,Incisal,Mesial,3.64,limpia,Bulk,Bulk,1.5,100.25,10.63,3.41,Subobturado
IV,7,Incisal,Mesial,4.65,limpia,Estratificacion,Fluida,3.5,116.7,0.93,4.78,Equiobturado
IV,7,Incisal,Mesial,4.1,con_tejido,Bulk,Bulk,1.5,96.16,3.72,4.89,Sobreobturado
IV,7,Incisal,Mesial,1.91,con_tejido,Bulk,Compuesta,2.0,122.23,1.5,1.68,Subobturado
IV,7,Incisal,Mesial,1.51,limpia,Estratificacion,Bulk,1.5,113.26,6.87,1.23,Subobturado
IV,7,Incisal,Mesial,2.11,limpia,Estratificacion,Fluida,3.5,84.32,9.6,2.23,Equiobturado
IV,7,Incisal,Mesial,4.1,con_tejido,Bulk,Compuesta,2.0,107.3,12.33,4.67,Sobreobturado
IV,7,Incisal,Mesial,1.94,limpia,Bulk,Bulk,1.5,125.9,25.15,1.0,Subobturado
IV,7,Incisal,Mesial,3.57,limpia,Bulk,Con fibra de vidrio,1.0,128.1,6.16,2.84,Subobturado
IV,7,Incisal,Mesial,2.48,limpia,Estratificacion,Con fibra de vidrio,1.0,90.43,6.29,1.96,Subobturado
IV,7,Incisal,Mesial,4.64,con_tejido,Estratificacion,Bulk,1.5,84.63,0.44,3.76,Subobturado
IV,7,Incisal,Mesial,3.47,limpia,Bulk,Fluida,3.5,100.74,8.24,4.32,Sobreobturado
IV,7,Incisal,Mesial,3.44,limpia,Bulk,Con fibra de vidrio,1.0,95.12,6.98,3.63,Equiobturado
IV,7,Incisal,Mesial,3.49,con_tejido,Bulk,Con fibra de vidrio,1.0,101.29,7.93,2.62,Subobturado
IV,7,Incisal,Distal,2.2,con_tejido,Estratificacion,Bulk,1.5,129.94,17.0,2.29,Equiobturado
IV,7,Incisal,Distal,5.31,con_tejido,Bulk,Con fibra de vidrio,1.0,124.84,20.68,5.08,Subobturado
IV,7,Incisal,Distal,3.39,limpia,Bulk,Fluida,3.5,95.46,12.93,3.33,Equiobturado
IV,7,Incisal,Distal,1.99,limpia,Bulk,Con fibra de vidrio,1.0,103.46,17.39,2.42,Sobreobturado
IV,7,Incisal,Distal,2.84,limpia,Bulk,Bulk,1.5,113.27,8.19,3.21,Sobreobturado
IV,7,Incisal,Distal,3.49,con_tejido,Estratificacion,Bulk,1.5,89.04,13.05,2.92,Subobturado
IV,7,Incisal,Distal,4.96,con_tejido,Bulk,Bulk,1.5,115.08,11.11,4.68,Subobturado
IV,7,Incisal,Distal,1.92,con_tejido,Bulk,Fluida,3.5,80.96,12.39,1.78,Equiobturado
IV,7,Incisal,Distal,1.55,limpia,Estratificacion,Bulk,1.5,99.12,1.98,1.73,Equiobturado
IV,7,Incisal,Distal,3.84,con_tejido,Bulk,Compuesta,2.0,128.83,9.9,3.79,Subobturado
IV,7,Incisal,Distal,5.17,limpia,Bulk,Fluida,3.5,112.34,0.15,6.16,Sobreobturado
IV,7,Incisal,Distal,3.46,limpia,Bulk,Bulk,1.5,102.53,18.66,3.37,Equiobturado
IV,7,Incisal,Distal,3.59,limpia,Estratificacion,Bulk,1.5,106.47,3.11,3.6,Sobreobturado
IV,7,Incisal,Distal,4.28,limpia,Estratificacion,Fluida,3.5,81.65,14.01,4.22,Subobturado
IV,7,Incisal,Distal,1.7,con_tejido,Estratificacion,Con fibra de vidrio,1.0,92.51,2.81,1.67,Equiobturado
IV,7,Incisal,Distal,3.35,con_tejido,Estratificacion,Fluida,3.5,82.2,7.06,4.18,Sobreobturado
IV,7,Incisal,Distal,5.14,limpia,Bulk,Bulk,1.5,125.67,1.31,5.1,Equiobturado
IV,7,Incisal,Distal,4.43,limpia,Estratificacion,Compuesta,2.0,104.46,10.65,4.3,Equiobturado
IV,7,Incisal,Distal,5.22,con_tejido,Estratificacion,Compuesta,2.0,101.58,16.45,5.39,Equiobturado
IV,7,Incisal,Distal,3.44,limpia,Estratificacion,Compuesta,2.0,128.94,21.68,3.58,Equiobturado
IV,7,Incisal,Distal,5.44,con_tejido,Bulk,Con fibra de vidrio,1.0,81.18,3.5,5.47,Sobreobturado
IV,7,Incisal,Distal,1.74,con_tejido,Bulk,Compuesta,2.0,106.41,7.6,1.78,Equiobturado
IV,7,Incisal,Distal,3.42,con_tejido,Estratificacion,Con fibra de vidrio,1.0,91.53,16.24,2.8,Subobturado
IV,7,Incisal,Distal,5.04,con_tejido,Estratificacion,Bulk,1.5,84.35,11.03,4.87,Equiobturado
IV,7,Incisal,Distal,3.65,con_tejido,Estratificacion,Fluida,3.5,100.94,1.24,3.62,Equiobturado
IV,8,Incisal,Mesial,1.81,con_tejido,Estratificacion,Con fibra de vidrio,1.0,80.98,11.56,2.75,Sobreobturado
IV,8,Incisal,Mesial,2.39,limpia,Estratificacion,Fluida,3.5,123.38,12.74,3.24,Sobreobturado
IV,8,Incisal,Mesial,3.96,limpia,Estratificacion,Con fibra de vidrio,1.0,109.23,5.83,3.82,Subobturado
IV,8,Incisal,Mesial,4.66,con_tejido,Bulk,Compuesta,2.0,86.69,13.43,4.84,Equiobturado
IV,8,Incisal,Mesial,4.9,con_tejido,Bulk,Bulk,1.5,102.27,18.52,4.78,Subobturado
IV,8,Incisal,Mesial,4.71,limpia,Bulk,Con fibra de vidrio,1.0,88.45,10.23,3.85,Subobturado
IV,8,Incisal,Mesial,3.98,limpia,Bulk,Compuesta,2.0,99.73,18.08,3.93,Equiobturado
IV,8,Incisal,Mesial,5.48,con_tejido,Bulk,Fluida,3.5,115.78,20.49,5.3,Subobturado
IV,8,Incisal,Mesial,2.76,con_tejido,Estratificacion,Compuesta,2.0,93.62,0.64,2.8,Equiobturado
IV,8,Incisal,Mesial,1.71,con_tejido,Bulk,Fluida,3.5,89.97,9.19,1.87,Equiobturado
IV,8,Incisal,Mesial,4.98,limpia,Bulk,Con fibra de vidrio,1.0,113.89,7.16,4.4,Subobturado
IV,8,Incisal,Mesial,3.5,con_tejido,Estratificacion,Bulk,1.5,90.7,17.34,3.9,Sobreobturado
IV,8,Incisal,Mesial,3.46,limpia,Bulk,Fluida,3.5,83.18,14.42,3.02,Subobturado
IV,8,Incisal,Mesial,3.04,con_tejido,Estratificacion,Bulk,1.5,107.22,3.39,3.3,Sobreobturado
IV,8,Incisal,Mesial,3.19,limpia,Bulk,Fluida,3.5,105.07,7.65,3.27,Sobreobturado
IV,8,Incisal,Mesial,2.89,limpia,Estratificacion,Fluida,3.5,88.74,17.29,2.69,Subobturado
IV,8,Incisal,Mesial,4.94,limpia,Bulk,Compuesta,2.0,120.84,2.49,4.98,Equiobturado
IV,8,Incisal,Mesial,3.83,con_tejido,Bulk,Bulk,1.5,99.2,13.37,3.01,Subobturado
IV,8,Incisal,Mesial,2.23,con_tejido,Bulk,Con fibra de vidrio,1.0,94.82,11.2,3.22,Sobreobturado
IV,8,Incisal,Mesial,1.76,limpia,Bulk,Compuesta,2.0,117.79,16.04,1.63,Equiobturado
IV,8,Incisal,Mesial,4.78,limpia,Estratificacion,Con fibra de vidrio,1.0,94.91,5.49,4.33,Subobturado
IV,8,Incisal,Mesial,2.76,limpia,Estratificacion,Compuesta,2.0,81.26,2.29,2.7,Equiobturado
IV,8,Incisal,Mesial,1.94,con_tejido,Estratificacion,Con fibra de vidrio,1.0,113.97,5.65,1.17,Subobturado
IV,8,Incisal,Mesial,3.85,con_tejido,Bulk,Con fibra de vidrio,1.0,105.22,16.16,3.38,Subobturado
IV,8,Incisal,Mesial,2.29,con_tejido,Bulk,Bulk,1.5,93.1,14.54,3.09,Sobreobturado
IV,8,Incisal,Distal,3.95,limpia,Bulk,Con fibra de vidrio,1.0,113.59,2.1,3.31,Subobturado
IV,8,Incisal,Distal,3.06,limpia,Bulk,Fluida,3.5,112.36,22.24,3.11,Equiobturado
IV,8,Incisal,Distal,4.43,limpia,Estratificacion,Fluida,3.5,107.53,17.21,4.93,Sobreobturado
IV,8,Incisal,Distal,4.32,limpia,Estratificacion,Compuesta,2.0,115.84,22.89,5.04,Sobreobturado
IV,8,Incisal,Distal,2.51,con_tejido,Estratificacion,Bulk,1.5,105.91,11.92,2.94,Sobreobturado
IV,8,Incisal,Distal,4.67,limpia,Bulk,Con fibra de vidrio,1.0,127.75,16.24,5.64,Sobreobturado
IV,8,Incisal,Distal,4.77,limpia,Estratificacion,Compuesta,2.0,118.23,16.13,4.28,Subobturado
IV,8,Incisal,Distal,2.54,con_tejido,Estratificacion,Compuesta,2.0,87.3,16.17,2.6,Equiobturado
IV,8,Incisal,Distal,4.4,con_tejido,Bulk,Bulk,1.5,105.78,20.19,4.56,Equiobturado
IV,8,Incisal,Distal,3.73,limpia,Estratificacion,Compuesta,2.0,110.27,16.84,3.09,Subobturado
IV,8,Incisal,Distal,5.24,limpia,Bulk,Con fibra de vidrio,1.0,118.22,8.93,5.29,Sobreobturado
IV,8,Incisal,Distal,4.8,con_tejido,Estratificacion,Bulk,1.5,128.56,21.01,4.11,Subobturado
IV,8,Incisal,Distal,4.82,limpia,Bulk,Compuesta,2.0,97.24,11.65,4.93,Sobreobturado
IV,8,Incisal,Distal,2.5,limpia,Bulk,Con fibra de vidrio,1.0,88.76,4.45,2.55,Equiobturado
IV,8,Incisal,Distal,3.76,con_tejido,Bulk,Fluida,3.5,85.61,14.13,3.78,Equiobturado
IV,8,Incisal,Distal,2.78,limpia,Bulk,Compuesta,2.0,86.72,13.75,2.92,Equiobturado
IV,8,Incisal,Distal,4.55,con_tejido,Estratificacion,Con fibra de vidrio,1.0,114.27,14.85,4.9,Sobreobturado
IV,8,Incisal,Distal,2.64,limpia,Bulk,Bulk,1.5,96.56,12.15,1.87,Subobturado
IV,8,Incisal,Distal,3.09,con_tejido,Bulk,Fluida,3.5,91.6,16.39,2.93,Equiobturado
IV,8,Incisal,Distal,2.94,con_tejido,Estratificacion,Bulk,1.5,100.41,8.28,3.05,Equiobturado
IV,8,Incisal,Distal,3.18,con_tejido,Bulk,Bulk,1.5,101.12,17.38,4.14,Sobreobturado
IV,8,Incisal,Distal,2.07,limpia,Estratificacion,Compuesta,2.0,128.62,0.64,2.33,Sobreobturado
IV,8,Incisal,Distal,5.47,limpia,Estratificacion,Fluida,3.5,105.48,11.95,6.03,Sobreobturado
IV,8,Incisal,Distal,4.74,limpia,Estratificacion,Fluida,3.5,122.67,17.7,4.91,Sobreobturado
IV,8,Incisal,Distal,3.65,con_tejido,Bulk,Bulk,1.5,91.1,13.33,3.53,Equiobturado
IV,9,Incisal,Mesial,3.12,limpia,Estratificacion,Bulk,1.5,126.1,8.89,3.19,Sobreobturado
IV,9,Incisal,Mesial,1.93,con_tejido,Estratificacion,Compuesta,2.0,90.37,5.0,2.0,Equiobturado
IV,9,Incisal,Mesial,4.77,limpia,Bulk,Con fibra de vidrio,1.0,125.84,5.18,4.75,Subobturado
IV,9,Incisal,Mesial,2.43,con_tejido,Estratificacion,Con fibra de vidrio,1.0,116.28,3.11,1.46,Subobturado
IV,9,Incisal,Mesial,4.89,limpia,Estratificacion,Fluida,3.5,92.1,8.91,5.07,Equiobturado
IV,9,Incisal,Mesial,3.7,con_tejido,Bulk,Bulk,1.5,116.04,11.73,4.01,Sobreobturado
IV,9,Incisal,Mesial,4.6,con_tejido,Bulk,Bulk,1.5,125.44,8.11,4.6,Equiobturado
IV,9,Incisal,Mesial,2.93,con_tejido,Bulk,Compuesta,2.0,96.36,14.31,3.51,Sobreobturado
IV,9,Incisal,Mesial,4.4,limpia,Bulk,Compuesta,2.0,108.68,3.71,4.41,Equiobturado
IV,9,Incisal,Mesial,2.8,con_tejido,Bulk,Compuesta,2.0,110.62,19.98,3.66,Sobreobturado
IV,9,Incisal,Mesial,3.94,limpia,Estratificacion,Compuesta,2.0,109.91,16.07,3.99,Equiobturado
IV,9,Incisal,Mesial,3.74,limpia,Bulk,Compuesta,2.0,91.46,2.35,4.38,Sobreobturado
IV,9,Incisal,Mesial,2.74,con_tejido,Estratificacion,Con fibra de vidrio,1.0,101.74,16.54,2.4,Subobturado
IV,9,Incisal,Mesial,5.29,con_tejido,Bulk,Bulk,1.5,95.02,9.81,5.43,Equiobturado
IV,9,Incisal,Mesial,3.2,con_tejido,Bulk,Bulk,1.5,116.79,17.67,3.09,Equiobturado
IV,9,Incisal,Mesial,3.53,con_tejido,Estratificacion,Bulk,1.5,126.43,23.79,2.81,Subobturado
IV,9,Incisal,Mesial,5.35,con_tejido,Estratificacion,Con fibra de vidrio,1.0,109.79,14.62,5.48,Equiobturado
IV,9,Incisal,Mesial,4.05,limpia,Bulk,Bulk,1.5,95.16,13.14,4.28,Sobreobturado
IV,9,Incisal,Mesial,5.04,con_tejido,Bulk,Bulk,1.5,127.85,16.78,4.98,Subobturado
IV,9,Incisal,Mesial,2.98,limpia,Estratificacion,Compuesta,2.0,108.66,13.29,3.15,Equiobturado
IV,9,Incisal,Mesial,4.58,con_tejido,Bulk,Bulk,1.5,118.74,17.75,4.72,Sobreobturado
IV,9,Incisal,Mesial,2.54,limpia,Estratificacion,Compuesta,2.0,110.63,7.35,1.61,Subobturado
IV,9,Incisal,Mesial,4.47,limpia,Estratificacion,Fluida,3.5,129.96,13.8,4.27,Subobturado
IV,9,Incisal,Mesial,2.94,limpia,Estratificacion,Bulk,1.5,99.17,10.81,3.1,Equiobturado
IV,9,Incisal,Mesial,5.47,con_tejido,Estratificacion,Con fibra de vidrio,1.0,125.81,6.27,5.39,Equiobturado
IV,9,Incisal,Distal,3.3,limpia,Estratificacion,Compuesta,2.0,128.24,0.97,2.36,Subobturado
IV,9,Incisal,Distal,4.89,con_tejido,Bulk,Fluida,3.5,83.01,15.71,4.94,Sobreobturado
IV,9,Incisal,Distal,5.41,con_tejido,Estratificacion,Fluida,3.5,118.3,15.44,5.46,Equiobturado
IV,9,Incisal,Distal,2.55,con_tejido,Estratificacion,Fluida,3.5,106.26,9.84,2.43,Equiobturado
IV,9,Incisal,Distal,5.29,limpia,Estratificacion,Fluida,3.5,87.43,3.38,5.23,Equiobturado
IV,9,Incisal,Distal,5.47,limpia,Estratificacion,Compuesta,2.0,97.77,1.74,5.69,Sobreobturado
IV,9,Incisal,Distal,3.89,con_tejido,Bulk,Compuesta,2.0,113.87,10.04,3.93,Sobreobturado
IV,9,Incisal,Distal,2.54,con_tejido,Estratificacion,Compuesta,2.0,116.14,5.62,2.0,Subobturado
IV,9,Incisal,Distal,4.0,con_tejido,Bulk,Bulk,1.5,129.92,4.82,3.49,Subobturado
IV,9,Incisal,Distal,4.6,limpia,Bulk,Con fibra de vidrio,1.0,108.52,21.59,4.65,Sobreobturado
IV,9,Incisal,Distal,2.54,con_tejido,Bulk,Compuesta,2.0,114.27,9.99,2.46,Subobturado
IV,9,Incisal,Distal,1.78,limpia,Bulk,Con fibra de vidrio,1.0,100.61,11.72,1.98,Equiobturado
IV,9,Incisal,Distal,4.35,con_tejido,Estratificacion,Fluida,3.5,81.77,7.65,4.77,Sobreobturado
IV,9,Incisal,Distal,2.65,limpia,Bulk,Compuesta,2.0,119.09,0.52,2.54,Equiobturado
IV,9,Incisal,Distal,2.73,limpia,Bulk,Compuesta,2.0,102.92,0.83,1.74,Subobturado
IV,9,Incisal,Distal,4.77,limpia,Bulk,Compuesta,2.0,89.28,6.06,4.91,Equiobturado
IV,9,Incisal,Distal,3.41,limpia,Estratificacion,Compuesta,2.0,122.03,22.21,3.58,Equiobturado
IV,9,Incisal,Distal,1.51,limpia,Estratificacion,Con fibra de vidrio,1.0,87.12,6.15,1.6,Equiobturado
IV,9,Incisal,Distal,5.27,limpia,Bulk,Bulk,1.5,115.12,21.59,4.35,Subobturado
IV,9,Incisal,Distal,2.86,limpia,Bulk,Con fibra de vidrio,1.0,123.58,21.72,3.67,Sobreobturado
IV,9,Incisal,Distal,1.97,limpia,Bulk,Fluida,3.5,92.78,3.57,1.49,Subobturado
IV,9,Incisal,Distal,4.49,con_tejido,Estratificacion,Bulk,1.5,104.35,12.91,4.6,Equiobturado
IV,9,Incisal,Distal,1.69,limpia,Bulk,Bulk,1.5,116.68,22.96,1.8,Equiobturado
IV,9,Incisal,Distal,1.84,con_tejido,Estratificacion,Bulk,1.5,113.35,16.04,1.97,Equiobturado
IV,9,Incisal,Distal,2.54,con_tejido,Bulk,Compuesta,2.0,98.62,8.33,2.49,Subobturado
IV,10,Incisal,Mesial,3.37,con_tejido,Bulk,Compuesta,2.0,116.25,11.63,3.26,Equiobturado
IV,10,Incisal,Mesial,3.22,con_tejido,Estratificacion,Con fibra de vidrio,1.0,117.8,2.39,2.22,Subobturado
IV,10,Incisal,Mesial,3.99,limpia,Bulk,Bulk,1.5,91.97,12.19,3.91,Equiobturado
IV,10,Incisal,Mesial,4.21,limpia,Bulk,Fluida,3.5,105.67,1.34,5.04,Sobreobturado
IV,10,Incisal,Mesial,1.92,con_tejido,Estratificacion,Compuesta,2.0,114.84,10.1,1.86,Equiobturado
IV,10,Incisal,Mesial,5.02,limpia,Estratificacion,Con fibra de vidrio,1.0,117.67,3.33,4.98,Equiobturado
IV,10,Incisal,Mesial,2.74,con_tejido,Bulk,Compuesta,2.0,84.65,16.59,3.5,Sobreobturado
IV,10,Incisal,Mesial,4.58,limpia,Estratificacion,Con fibra de vidrio,1.0,120.46,1.62,4.55,Equiobturado
IV,10,Incisal,Mesial,2.97,con_tejido,Estratificacion,Compuesta,2.0,128.88,3.14,2.54,Subobturado
IV,10,Incisal,Mesial,2.01,limpia,Estratificacion,Fluida,3.5,114.17,19.25,1.4,Subobturado
IV,10,Incisal,Mesial,5.18,limpia,Bulk,Fluida,3.5,100.63,8.5,5.27,Equiobturado
IV,10,Incisal,Mesial,4.4,con_tejido,Estratificacion,Bulk,1.5,97.21,1.21,4.3,Subobturado
IV,10,Incisal,Mesial,4.4,con_tejido,Estratificacion,Fluida,3.5,109.33,14.7,4.53,Equiobturado
IV,10,Incisal,Mesial,2.36,con_tejido,Estratificacion,Bulk,1.5,95.2,12.95,1.42,Subobturado
IV,10,Incisal,Mesial,2.68,con_tejido,Bulk,Con fibra de vidrio,1.0,94.66,15.76,3.22,Sobreobturado
IV,10,Incisal,Mesial,1.9,limpia,Estratificacion,Compuesta,2.0,104.99,2.43,2.61,Sobreobturado
IV,10,Incisal,Mesial,3.28,con_tejido,Bulk,Bulk,1.5,80.72,10.96,4.16,Sobreobturado
IV,10,Incisal,Mesial,5.06,limpia,Estratificacion,Con fibra de vidrio,1.0,92.19,17.46,5.13,Sobreobturado
IV,10,Incisal,Mesial,2.0,con_tejido,Estratificacion,Fluida,3.5,102.48,0.81,2.16,Equiobturado
IV,10,Incisal,Mesial,2.84,limpia,Bulk,Fluida,3.5,85.61,4.77,2.66,Equiobturado
IV,10,Incisal,Mesial,5.33,limpia,Bulk,Compuesta,2.0,122.75,17.99,5.41,Equiobturado
IV,10,Incisal,Mesial,5.07,con_tejido,Bulk,Compuesta,2.0,129.92,25.74,4.89,Equiobturado
IV,10,Incisal,Mesial,3.41,con_tejido,Estratificacion,Fluida,3.5,84.95,12.59,2.67,Subobturado
IV,10,Incisal,Mesial,2.84,con_tejido,Estratificacion,Fluida,3.5,104.77,1.85,3.02,Equiobturado
IV,10,Incisal,Mesial,3.36,limpia,Bulk,Fluida,3.5,96.43,10.75,4.07,Sobreobturado
IV,10,Incisal,Distal,5.43,limpia,Estratificacion,Compuesta,2.0,93.0,4.77,6.23,Sobreobturado
IV,10,Incisal,Distal,5.09,limpia,Bulk,Bulk,1.5,128.47,14.73,5.06,Equiobturado
IV,10,Incisal,Distal,2.04,con_tejido,Bulk,Fluida,3.5,124.49,3.12,1.99,Equiobturado
IV,10,Incisal,Distal,4.54,con_tejido,Estratificacion,Bulk,1.5,86.57,4.03,4.38,Subobturado
IV,10,Incisal,Distal,2.03,con_tejido,Bulk,Fluida,3.5,116.09,11.93,2.71,Sobreobturado
IV,10,Incisal,Distal,2.16,con_tejido,Estratificacion,Con fibra de vidrio,1.0,93.29,0.52,1.88,Subobturado
IV,10,Incisal,Distal,2.79,limpia,Bulk,Con fibra de vidrio,1.0,88.34,3.17,3.1,Sobreobturado
IV,10,Incisal,Distal,4.89,limpia,Bulk,Con fibra de vidrio,1.0,111.09,18.24,5.19,Sobreobturado
