Clase,Pieza,Superficie_1,Superficie_2,Tamanio_cavidad_mm,Estado_cavidad,Tecnica,Tipo_resina,Indice_contraccion_%,Peso_resina_inicial_mg,Peso_sobrante_mg,Margen_cavo_mm,Ajuste_margen
II,28,Distal,ninguna,4.41,limpia,Estratificacion,Con fibra de vidrio,1.0,122.46,13.43,5.16,Sobreobturado
II,19,Distal,ninguna,3.06,limpia,Bulk,Con fibra de vidrio,1.0,147.96,6.0,2.72,Subobturado
II,3,Distal,ninguna,2.57,limpia,Estratificacion,Compuesta,2.0,123.99,0.99,2.51,Equiobturado
II,28,Mesial,ninguna,3.24,con_tejido,Bulk,Bulk,1.5,119.44,19.86,4.21,Sobreobturado
II,1,Distal,ninguna,4.81,con_tejido,Bulk,Bulk,1.5,141.14,4.38,4.71,Equiobturado
II,12,Mesial,ninguna,5.97,limpia,Bulk,Fluida,3.5,143.08,11.73,5.98,Equiobturado
II,2,Mesial,ninguna,3.26,con_tejido,Bulk,Con fibra de vidrio,1.0,132.05,22.22,3.13,Equiobturado
II,19,Distal,ninguna,4.42,con_tejido,Estratificacion,Fluida,3.5,137.12,12.45,3.52,Subobturado
II,16,Distal,ninguna,4.46,limpia,Estratificacion,Con fibra de vidrio,1.0,108.86,20.61,4.49,Sobreobturado
II,1,Distal,ninguna,4.84,con_tejido,Estratificacion,Con fibra de vidrio,1.0,115.57,0.75,3.92,Subobturado
II,2,Mesial,ninguna,4.36,limpia,Bulk,Bulk,1.5,122.27,14.45,4.85,Sobreobturado
II,4,Distal,ninguna,2.6,con_tejido,Estratificacion,Bulk,1.5,108.86,11.3,1.63,Subobturado
II,15,Distal,ninguna,5.73,con_tejido,Bulk,Compuesta,2.0,138.04,0.64,6.53,Sobreobturado
II,29,Mesial,ninguna,3.4,limpia,Bulk,Compuesta,2.0,143.87,7.79,3.27,Equiobturado
II,21,Distal,ninguna,4.88,limpia,Estratificacion,Compuesta,2.0,149.51,15.2,4.15,Subobturado
II,30,Distal,ninguna,5.65,con_tejido,Bulk,Compuesta,2.0,110.21,6.11,6.48,Sobreobturado
II,20,Mesial,ninguna,5.46,limpia,Bulk,Compuesta,2.0,134.28,21.63,4.96,Subobturado
II,12,Distal,ninguna,3.21,limpia,Bulk,Bulk,1.5,112.1,13.21,3.28,Equiobturado
II,3,Mesial,ninguna,4.64,con_tejido,Bulk,Bulk,1.5,123.52,23.3,4.29,Subobturado
II,19,Distal,ninguna,3.36,limpia,Bulk,Compuesta,2.0,107.42,4.11,2.8,Subobturado
II,29,Mesial,ninguna,3.39,con_tejido,Estratificacion,Fluida,3.5,147.46,11.06,3.34,Equiobturado
II,2,Distal,ninguna,3.71,limpia,Bulk,Bulk,1.5,148.96,24.28,3.6,Equiobturado
II,3,Mesial,ninguna,3.45,con_tejido,Estratificacion,Bulk,1.5,109.91,16.33,3.32,Subobturado
II,2,Distal,ninguna,5.12,con_tejido,Estratificacion,Fluida,3.5,104.9,18.63,6.11,Sobreobturado
II,29,Distal,ninguna,5.48,limpia,Estratificacion,Compuesta,2.0,112.68,20.57,5.44,Equiobturado
II,4,Mesial,ninguna,4.48,con_tejido,Bulk,Con fibra de vidrio,1.0,146.46,6.97,5.18,Sobreobturado
II,20,Mesial,ninguna,5.48,con_tejido,Bulk,Bulk,1.5,108.47,19.36,6.48,Sobreobturado
II,14,Mesial,ninguna,5.54,con_tejido,Bulk,Compuesta,2.0,146.7,1.56,5.64,Sobreobturado
II,32,Mesial,ninguna,4.87,con_tejido,Estratificacion,Fluida,3.5,112.97,14.7,4.75,Equiobturado
II,2,Mesial,ninguna,3.59,con_tejido,Bulk,Compuesta,2.0,133.54,0.79,4.23,Sobreobturado
II,28,Mesial,ninguna,4.52,limpia,Estratificacion,Compuesta,2.0,142.73,10.72,3.8,Subobturado
II,17,Mesial,ninguna,3.1,limpia,Estratificacion,Bulk,1.5,116.38,7.06,3.31,Sobreobturado
II,2,Mesial,ninguna,2.59,con_tejido,Estratificacion,Bulk,1.5,140.12,15.7,2.41,Equiobturado
II,28,Distal,ninguna,2.73,limpia,Estratificacion,Compuesta,2.0,144.3,24.55,1.97,Subobturado
II,4,Distal,ninguna,3.32,con_tejido,Estratificacion,Con fibra de vidrio,1.0,135.21,22.59,3.21,Subobturado
II,31,Distal,ninguna,5.37,limpia,Estratificacion,Fluida,3.5,112.8,1.63,6.19,Sobreobturado
II,17,Mesial,ninguna,4.99,con_tejido,Estratificacion,Fluida,3.5,112.18,9.0,4.85,Equiobturado
II,4,Mesial,ninguna,3.52,limpia,Bulk,Bulk,1.5,133.5,5.33,3.71,Equiobturado
II,29,Distal,ninguna,3.68,limpia,Bulk,Compuesta,2.0,125.04,13.75,3.8,Sobreobturado
II,15,Distal,ninguna,5.54,limpia,Estratificacion,Fluida,3.5,132.92,13.75,5.86,Sobreobturado
II,1,Distal,ninguna,2.9,con_tejido,Estratificacion,Con fibra de vidrio,1.0,139.74,9.36,2.97,Sobreobturado
II,15,Distal,ninguna,5.12,limpia,Estratificacion,Fluida,3.5,149.55,26.22,5.56,Sobreobturado
II,3,Mesial,ninguna,3.44,limpia,Bulk,Con fibra de vidrio,1.0,140.01,25.13,4.1,Sobreobturado
II,13,Distal,ninguna,4.2,con_tejido,Estratificacion,Bulk,1.5,126.2,21.1,4.09,Subobturado
II,1,Mesial,ninguna,4.12,con_tejido,Bulk,Fluida,3.5,127.9,25.05,4.27,Equiobturado
II,29,Mesial,ninguna,4.64,limpia,Bulk,Fluida,3.5,123.91,21.31,4.0,Subobturado
II,12,Distal,ninguna,3.87,con_tejido,Bulk,Bulk,1.5,136.12,26.93,4.51,Sobreobturado
II,17,Mesial,ninguna,2.59,limpia,Estratificacion,Con fibra de vidrio,1.0,134.04,0.96,2.58,Equiobturado
II,12,Distal,ninguna,5.02,con_tejido,Bulk,Bulk,1.5,132.84,0.11,4.88,Equiobturado
II,30,Distal,ninguna,4.43,limpia,Bulk,Fluida,3.5,116.11,12.31,4.49,Equiobturado
II,13,Distal,ninguna,2.59,limpia,Estratificacion,Bulk,1.5,135.24,7.6,2.42,Subobturado
II,30,Distal,ninguna,4.09,con_tejido,Estratificacion,Compuesta,2.0,103.88,19.9,4.67,Sobreobturado
II,19,Distal,ninguna,4.28,limpia,Bulk,Fluida,3.5,112.33,12.33,3.95,Subobturado
II,1,Distal,ninguna,5.57,limpia,Bulk,Compuesta,2.0,138.07,17.64,5.57,Equiobturado
II,19,Distal,ninguna,3.65,limpia,Bulk,Compuesta,2.0,119.93,14.2,3.31,Subobturado
II,20,Distal,ninguna,5.08,con_tejido,Estratificacion,Bulk,1.5,112.39,6.9,5.28,Equiobturado
II,1,Distal,ninguna,3.94,con_tejido,Estratificacion,Fluida,3.5,113.32,13.31,4.1,Equiobturado
II,15,Distal,ninguna,2.71,limpia,Estratificacion,Fluida,3.5,113.57,5.98,2.57,Equiobturado
II,13,Distal,ninguna,3.48,limpia,Estratificacion,Fluida,3.5,101.56,19.45,4.15,Sobreobturado
II,28,Mesial,ninguna,5.8,con_tejido,Estratificacion,Con fibra de vidrio,1.0,131.6,14.15,5.57,Subobturado
II,15,Mesial,ninguna,3.71,con_tejido,Bulk,Bulk,1.5,142.05,13.44,3.44,Subobturado
II,4,Distal,ninguna,4.49,con_tejido,Estratificacion,Con fibra de vidrio,1.0,102.57,13.43,5.33,Sobreobturado
II,32,Distal,ninguna,2.87,con_tejido,Bulk,Fluida,3.5,101.74,18.9,3.31,Sobreobturado
II,13,Distal,ninguna,5.25,limpia,Bulk,Compuesta,2.0,101.0,12.64,5.29,Equiobturado
II,19,Distal,ninguna,3.97,limpia,Bulk,Compuesta,2.0,114.08,5.27,3.8,Equiobturado
II,29,Distal,ninguna,3.78,con_tejido,Bulk,Bulk,1.5,139.21,20.37,3.71,Equiobturado
II,15,Mesial,ninguna,5.37,con_tejido,Bulk,Con fibra de vidrio,1.0,140.81,3.15,5.45,Equiobturado
II,32,Mesial,ninguna,2.85,limpia,Estratificacion,Bulk,1.5,110.02,13.7,2.88,Equiobturado
II,13,Mesial,ninguna,2.54,con_tejido,Bulk,Compuesta,2.0,141.2,13.89,1.68,Subobturado
II,20,Distal,ninguna,4.3,con_tejido,Bulk,Fluida,3.5,108.4,4.25,4.35,Sobreobturado
II,12,Mesial,ninguna,3.52,limpia,Bulk,Compuesta,2.0,111.42,20.66,3.51,Equiobturado
II,31,Mesial,ninguna,3.54,limpia,Bulk,Bulk,1.5,107.91,17.95,3.37,Equiobturado
II,17,Mesial,ninguna,4.09,con_tejido,Bulk,Fluida,3.5,129.55,7.4,4.06,Equiobturado
II,18,Distal,ninguna,3.02,limpia,Estratificacion,Bulk,1.5,143.01,22.09,2.72,Subobturado
II,32,Distal,ninguna,5.76,limpia,Estratificacion,Compuesta,2.0,124.22,7.24,5.72,Equiobturado
II,17,Mesial,ninguna,5.57,limpia,Bulk,Con fibra de vidrio,1.0,128.98,19.88,4.71,Subobturado
II,32,Mesial,ninguna,3.25,con_tejido,Estratificacion,Compuesta,2.0,131.87,4.05,2.89,Subobturado
II,12,Mesial,ninguna,3.0,limpia,Estratificacion,Fluida,3.5,118.75,10.58,3.2,Sobreobturado
II,28,Distal,ninguna,4.76,limpia,Estratificacion,Fluida,3.5,149.72,5.19,4.72,Equiobturado
II,20,Mesial,ninguna,3.85,limpia,Bulk,Fluida,3.5,113.34,20.26,3.22,Subobturado
II,18,Mesial,ninguna,4.18,limpia,Estratificacion,Fluida,3.5,136.55,0.07,5.09,Sobreobturado
II,17,Distal,ninguna,5.73,limpia,Bulk,Con fibra de vidrio,1.0,106.41,12.81,6.46,Sobreobturado
II,12,Distal,ninguna,4.57,con_tejido,Bulk,Compuesta,2.0,132.55,8.15,3.69,Subobturado
II,15,Distal,ninguna,5.4,con_tejido,Estratificacion,Con fibra de vidrio,1.0,129.27,19.42,5.79,Sobreobturado
II,21,Mesial,ninguna,3.08,limpia,Estratificacion,Bulk,1.5,120.38,14.25,3.06,Equiobturado
II,17,Distal,ninguna,4.47,con_tejido,Bulk,Con fibra de vidrio,1.0,122.64,13.61,4.32,Equiobturado
II,18,Mesial,ninguna,4.54,con_tejido,Bulk,Bulk,1.5,100.69,0.62,5.21,Sobreobturado
II,29,Mesial,ninguna,5.66,limpia,Estratificacion,Fluida,3.5,132.95,20.87,4.91,Subobturado
II,18,Distal,ninguna,2.82,con_tejido,Bulk,Con fibra de vidrio,1.0,106.58,5.58,2.52,Subobturado
II,32,Mesial,ninguna,2.66,con_tejido,Estratificacion,Compuesta,2.0,106.63,17.49,2.18,Subobturado
II,3,Distal,ninguna,3.38,limpia,Bulk,Compuesta,2.0,107.93,21.04,2.82,Subobturado
II,15,Distal,ninguna,5.87,limpia,Estratificacion,Bulk,1.5,139.51,5.72,6.05,Equiobturado
II,28,Mesial,ninguna,3.15,con_tejido,Estratificacion,Bulk,1.5,147.89,12.77,2.36,Subobturado
II,3,Distal,ninguna,4.82,con_tejido,Estratificacion,Compuesta,2.0,137.13,0.22,4.95,Sobreobturado
II,18,Distal,ninguna,3.81,limpia,Bulk,Fluida,3.5,131.91,6.96,3.95,Equiobturado
II,13,Distal,ninguna,3.62,limpia,Estratificacion,Fluida,3.5,139.85,6.62,3.78,Equiobturado
II,20,Distal,ninguna,5.57,con_tejido,Estratificacion,Fluida,3.5,147.35,8.72,5.44,Subobturado
II,14,Mesial,ninguna,5.86,limpia,Bulk,Compuesta,2.0,142.31,17.52,5.99,Equiobturado
II,20,Mesial,ninguna,4.76,limpia,Estratificacion,Con fibra de vidrio,1.0,114.41,20.62,4.83,Sobreobturado
II,20,Distal,ninguna,2.81,limpia,Bulk,Bulk,1.5,145.58,10.26,3.2,Sobreobturado
II,20,Mesial,ninguna,4.72,limpia,Bulk,Bulk,1.5,112.01,17.41,4.83,Equiobturado
II,32,Mesial,ninguna,5.33,con_tejido,Estratificacion,Fluida,3.5,144.61,3.36,4.37,Subobturado
II,31,Distal,ninguna,4.5,con_tejido,Estratificacion,Fluida,3.5,103.55,8.75,5.28,Sobreobturado
II,3,Distal,ninguna,3.48,limpia,Estratificacion,Bulk,1.5,127.24,4.52,3.43,Equiobturado
II,17,Mesial,ninguna,4.0,limpia,Bulk,Fluida,3.5,107.98,16.06,4.63,Sobreobturado
II,17,Mesial,ninguna,3.77,con_tejido,Bulk,Compuesta,2.0,129.79,13.56,3.05,Subobturado
II,17,Distal,ninguna,2.96,con_tejido,Bulk,Con fibra de vidrio,1.0,146.7,21.0,3.03,Equiobturado
II,1,Distal,ninguna,5.63,con_tejido,Bulk,Fluida,3.5,123.29,11.19,5.68,Equiobturado
II,19,Mesial,ninguna,3.07,limpia,Bulk,Con fibra de vidrio,1.0,123.88,4.9,3.21,Equiobturado
II,5,Distal,ninguna,3.59,con_tejido,Bulk,Con fibra de vidrio,1.0,102.18,19.64,3.52,Equiobturado
II,31,Distal,ninguna,3.1,limpia,Estratificacion,Compuesta,2.0,117.75,23.08,2.25,Subobturado
II,32,Distal,ninguna,5.59,con_tejido,Bulk,Fluida,3.5,132.66,17.18,5.56,Equiobturado
II,20,Mesial,ninguna,3.9,con_tejido,Estratificacion,Compuesta,2.0,138.67,27.11,4.78,Sobreobturado
II,16,Distal,ninguna,4.38,con_tejido,Estratificacion,Compuesta,2.0,141.13,26.89,4.14,Subobturado
II,1,Mesial,ninguna,2.57,con_tejido,Bulk,Fluida,3.5,144.04,2.5,2.46,Equiobturado
II,32,Mesial,ninguna,5.16,con_tejido,Bulk,Fluida,3.5,127.92,15.46,4.97,Equiobturado
II,2,Mesial,ninguna,3.13,con_tejido,Bulk,Fluida,3.5,132.13,6.51,2.74,Subobturado
II,12,Distal,ninguna,2.72,con_tejido,Bulk,Con fibra de vidrio,1.0,131.57,1.38,2.88,Sobreobturado
II,12,Distal,ninguna,4.89,con_tejido,Bulk,Fluida,3.5,135.87,15.71,4.44,Subobturado
II,13,Distal,ninguna,4.62,con_tejido,Estratificacion,Con fibra de vidrio,1.0,147.77,7.76,4.37,Subobturado
II,18,Distal,ninguna,3.78,limpia,Bulk,Bulk,1.5,125.1,18.35,4.01,Sobreobturado
II,13,Mesial,ninguna,5.52,con_tejido,Bulk,Compuesta,2.0,116.51,7.08,6.21,Sobreobturado
II,29,Mesial,ninguna,5.44,limpia,Bulk,Con fibra de vidrio,1.0,118.67,20.52,5.33,Equiobturado
II,32,Distal,ninguna,3.09,limpia,Estratificacion,Con fibra de vidrio,1.0,142.38,25.93,3.0,Subobturado
II,5,Mesial,ninguna,5.54,con_tejido,Estratificacion,Compuesta,2.0,102.19,8.69,6.08,Sobreobturado
II,14,Mesial,ninguna,4.17,con_tejido,Estratificacion,Con fibra de vidrio,1.0,130.06,5.32,3.21,Subobturado
II,12,Mesial,ninguna,3.42,con_tejido,Estratificacion,Fluida,3.5,114.89,16.91,3.23,Subobturado
II,18,Distal,ninguna,2.84,con_tejido,Bulk,Bulk,1.5,105.94,7.05,2.58,Subobturado
II,29,Distal,ninguna,4.33,limpia,Bulk,Compuesta,2.0,117.68,15.83,4.99,Sobreobturado
II,31,Distal,ninguna,3.25,con_tejido,Bulk,Fluida,3.5,110.57,17.34,3.31,Equiobturado
II,30,Mesial,ninguna,5.26,limpia,Bulk,Fluida,3.5,126.12,18.99,5.09,Equiobturado
II,2,Mesial,ninguna,2.96,limpia,Bulk,Compuesta,2.0,147.01,2.56,3.79,Sobreobturado
II,14,Distal,ninguna,3.11,con_tejido,Estratificacion,Con fibra de vidrio,1.0,146.56,13.43,2.97,Subobturado
II,19,Mesial,ninguna,5.0,con_tejido,Estratificacion,Con fibra de vidrio,1.0,140.04,25.79,5.18,Equiobturado
II,31,Mesial,ninguna,2.71,limpia,Bulk,Compuesta,2.0,119.01,16.32,2.23,Subobturado
II,13,Mesial,ninguna,4.19,limpia,Estratificacion,Compuesta,2.0,128.93,17.89,3.59,Subobturado
II,31,Mesial,ninguna,5.55,limpia,Estratificacion,Bulk,1.5,142.94,3.86,5.58,Sobreobturado
II,30,Mesial,ninguna,4.68,limpia,Bulk,Fluida,3.5,144.87,28.55,4.32,Subobturado
II,29,Distal,ninguna,5.9,limpia,Estratificacion,Con fibra de vidrio,1.0,108.55,1.7,6.74,Sobreobturado
II,17,Distal,ninguna,5.18,con_tejido,Bulk,Fluida,3.5,112.83,7.5,5.16,Equiobturado
II,2,Distal,ninguna,3.64,con_tejido,Bulk,Fluida,3.5,141.49,6.72,3.66,Equiobturado
II,18,Distal,ninguna,3.82,con_tejido,Bulk,Con fibra de vidrio,1.0,133.68,13.94,3.99,Equiobturado
II,18,Distal,ninguna,5.11,limpia,Bulk,Bulk,1.5,132.11,3.74,5.32,Sobreobturado
II,18,Mesial,ninguna,2.58,con_tejido,Bulk,Con fibra de vidrio,1.0,129.51,10.1,2.44,Equiobturado
II,13,Distal,ninguna,4.58,limpia,Estratificacion,Compuesta,2.0,131.89,9.23,4.69,Equiobturado
II,5,Distal,ninguna,2.79,limpia,Bulk,Fluida,3.5,123.61,11.18,2.2,Subobturado
II,1,Mesial,ninguna,3.1,con_tejido,Bulk,Bulk,1.5,103.18,15.15,3.89,Sobreobturado
II,18,Mesial,ninguna,3.03,con_tejido,Bulk,Bulk,1.5,147.69,19.33,3.52,Sobreobturado
II,16,Distal,ninguna,3.47,limpia,Estratificacion,Con fibra de vidrio,1.0,110.93,14.87,3.58,Equiobturado
II,15,Mesial,ninguna,4.01,con_tejido,Estratificacion,Con fibra de vidrio,1.0,131.52,18.2,4.89,Sobreobturado
II,30,Mesial,ninguna,3.44,con_tejido,Estratificacion,Fluida,3.5,133.14,21.29,4.36,Sobreobturado
II,15,Mesial,ninguna,3.5,limpia,Estratificacion,Bulk,1.5,114.85,17.78,3.85,Sobreobturado
II,12,Distal,ninguna,2.88,limpia,Bulk,Con fibra de vidrio,1.0,142.82,24.99,2.56,Subobturado
II,21,Distal,ninguna,3.39,limpia,Bulk,Compuesta,2.0,103.12,7.09,3.36,Equiobturado
II,2,Mesial,ninguna,5.75,con_tejido,Bulk,Fluida,3.5,137.74,10.99,5.84,Equiobturado
II,29,Distal,ninguna,3.7,limpia,Estratificacion,Con fibra de vidrio,1.0,131.87,8.11,3.63,Equiobturado
II,13,Mesial,ninguna,3.01,limpia,Estratificacion,Fluida,3.5,121.28,15.32,3.84,Sobreobturado
II,29,Mesial,ninguna,4.26,con_tejido,Bulk,Bulk,1.5,144.31,10.22,3.6,Subobturado
II,16,Mesial,ninguna,5.03,con_tejido,Bulk,Fluida,3.5,101.44,16.8,5.02,Equiobturado
II,29,Mesial,ninguna,3.19,limpia,Bulk,Compuesta,2.0,124.47,17.87,3.35,Sobreobturado
II,17,Distal,ninguna,5.76,limpia,Estratificacion,Fluida,3.5,139.65,20.5,5.16,Subobturado
II,21,Distal,ninguna,3.86,con_tejido,Bulk,Con fibra de vidrio,1.0,122.56,5.39,4.43,Sobreobturado
II,21,Mesial,ninguna,5.65,con_tejido,Estratificacion,Compuesta,2.0,115.27,2.55,5.17,Subobturado
II,13,Mesial,ninguna,2.62,limpia,Bulk,Fluida,3.5,116.11,8.64,2.71,Equiobturado
II,30,Mesial,ninguna,5.64,limpia,Bulk,Fluida,3.5,109.63,12.14,5.2,Subobturado
II,28,Distal,ninguna,3.9,con_tejido,Bulk,Fluida,3.5,102.83,17.54,3.74,Equiobturado
II,21,Mesial,ninguna,5.93,con_tejido,Bulk,Bulk,1.5,112.79,10.49,6.09,Sobreobturado
II,17,Distal,ninguna,3.69,con_tejido,Estratificacion,Bulk,1.5,106.77,6.75,3.54,Equiobturado
II,12,Mesial,ninguna,5.08,con_tejido,Estratificacion,Fluida,3.5,128.68,14.24,4.52,Subobturado
II,19,Distal,ninguna,2.57,limpia,Bulk,Compuesta,2.0,103.46,13.69,3.19,Sobreobturado
II,31,Mesial,ninguna,3.75,con_tejido,Bulk,Con fibra de vidrio,1.0,107.95,16.41,3.85,Equiobturado
II,21,Mesial,ninguna,3.54,con_tejido,Estratificacion,Con fibra de vidrio,1.0,137.66,19.6,4.15,Sobreobturado
II,14,Mesial,ninguna,3.38,limpia,Estratificacion,Fluida,3.5,114.79,14.53,4.09,Sobreobturado
II,21,Distal,ninguna,4.62,limpia,Estratificacion,Bulk,1.5,106.32,9.6,4.58,Subobturado
II,19,Distal,ninguna,5.33,limpia,Estratificacion,Fluida,3.5,120.93,4.55,5.69,Sobreobturado
II,21,Mesial,ninguna,5.68,limpia,Estratificacion,Bulk,1.5,120.14,4.69,5.56,Subobturado
II,14,Mesial,ninguna,4.18,con_tejido,Estratificacion,Fluida,3.5,136.25,21.87,4.25,Sobreobturado
II,17,Mesial,ninguna,4.3,limpia,Bulk,Bulk,1.5,129.68,5.85,4.18,Equiobturado
II,30,Mesial,ninguna,2.54,con_tejido,Bulk,Compuesta,2.0,120.8,19.1,3.12,Sobreobturado
II,13,Mesial,ninguna,4.79,limpia,Estratificacion,Compuesta,2.0,114.78,3.56,4.43,Subobturado
II,28,Distal,ninguna,4.31,con_tejido,Estratificacion,Con fibra de vidrio,1.0,130.71,16.19,5.0,Sobreobturado
II,20,Mesial,ninguna,2.92,con_tejido,Bulk,Fluida,3.5,104.33,15.29,3.3,Sobreobturado
II,15,Mesial,ninguna,2.62,limpia,Bulk,Fluida,3.5,102.14,6.09,1.63,Subobturado
II,16,Distal,ninguna,3.32,con_tejido,Bulk,Compuesta,2.0,115.99,1.0,2.72,Subobturado
II,5,Distal,ninguna,2.51,con_tejido,Bulk,Bulk,1.5,121.08,15.01,2.12,Subobturado
II,5,Mesial,ninguna,5.04,con_tejido,Bulk,Bulk,1.5,144.93,21.58,5.23,Equiobturado
II,3,Mesial,ninguna,3.3,limpia,Bulk,Bulk,1.5,119.28,11.52,2.52,Subobturado
II,14,Distal,ninguna,5.21,con_tejido,Bulk,Bulk,1.5,139.54,25.25,5.82,Sobreobturado
II,20,Mesial,ninguna,5.62,limpia,Estratificacion,Compuesta,2.0,143.98,17.14,5.13,Subobturado
II,16,Mesial,ninguna,5.1,limpia,Estratificacion,Fluida,3.5,139.62,22.81,5.03,Subobturado
II,13,Distal,ninguna,2.93,con_tejido,Bulk,Bulk,1.5,109.24,19.42,2.65,Subobturado
II,17,Mesial,ninguna,3.04,con_tejido,Estratificacion,Compuesta,2.0,120.18,18.46,3.06,Sobreobturado
II,16,Mesial,ninguna,3.77,limpia,Estratificacion,Fluida,3.5,148.59,10.44,3.89,Equiobturado
II,31,Mesial,ninguna,4.02,limpia,Bulk,Bulk,1.5,128.71,18.07,3.83,Equiobturado
II,12,Mesial,ninguna,2.67,limpia,Estratificacion,Bulk,1.5,118.91,7.16,2.46,Subobturado
II,5,Distal,ninguna,5.16,con_tejido,Bulk,Compuesta,2.0,139.09,5.47,4.57,Subobturado
II,1,Distal,ninguna,5.76,limpia,Estratificacion,Compuesta,2.0,116.86,18.15,6.15,Sobreobturado
II,1,Distal,ninguna,3.46,con_tejido,Bulk,Con fibra de vidrio,1.0,123.43,10.23,3.17,Subobturado
II,31,Mesial,ninguna,5.96,limpia,Bulk,Fluida,3.5,137.18,22.27,6.62,Sobreobturado
II,21,Mesial,ninguna,4.43,limpia,Estratificacion,Compuesta,2.0,126.48,4.85,4.53,Sobreobturado
II,5,Distal,ninguna,3.47,con_tejido,Bulk,Con fibra de vidrio,1.0,126.54,9.25,3.02,Subobturado
II,4,Mesial,ninguna,4.37,limpia,Bulk,Compuesta,2.0,108.2,9.26,4.13,Subobturado
II,19,Mesial,ninguna,3.6,con_tejido,Bulk,Con fibra de vidrio,1.0,147.08,10.52,3.37,Subobturado
II,21,Mesial,ninguna,4.45,limpia,Bulk,Bulk,1.5,122.24,0.21,3.9,Subobturado
II,14,Distal,ninguna,4.24,con_tejido,Estratificacion,Compuesta,2.0,114.94,3.76,4.06,Subobturado
II,1,Mesial,ninguna,5.71,limpia,Bulk,Compuesta,2.0,110.76,1.73,5.7,Equiobturado
II,14,Mesial,ninguna,3.88,limpia,Bulk,Fluida,3.5,146.13,20.03,3.27,Subobturado
II,18,Distal,ninguna,4.88,con_tejido,Estratificacion,Fluida,3.5,141.65,15.13,5.62,Sobreobturado
II,28,Distal,ninguna,5.17,limpia,Estratificacion,Compuesta,2.0,144.27,2.84,5.21,Equiobturado
II,14,Mesial,ninguna,5.56,limpia,Estratificacion,Bulk,1.5,143.51,18.25,6.36,Sobreobturado
II,14,Distal,ninguna,5.92,limpia,Estratificacion,Con fibra de vidrio,1.0,120.24,13.03,6.88,Sobreobturado
II,31,Distal,ninguna,3.54,limpia,Bulk,Con fibra de vidrio,1.0,145.22,15.68,3.64,Sobreobturado
II,5,Distal,ninguna,2.57,limpia,Bulk,Fluida,3.5,127.95,6.07,2.7,Equiobturado
II,18,Distal,ninguna,4.48,con_tejido,Bulk,Bulk,1.5,115.95,9.81,4.36,Equiobturado
II,2,Distal,ninguna,2.72,con_tejido,Bulk,Fluida,3.5,120.54,12.56,3.18,Sobreobturado
II,20,Distal,ninguna,4.77,con_tejido,Bulk,Con fibra de vidrio,1.0,120.41,8.48,5.46,Sobreobturado
II,19,Distal,ninguna,4.17,limpia,Estratificacion,Bulk,1.5,139.72,8.18,4.34,Sobreobturado
