Clase,Pieza,Superficie_1,Superficie_2,Tamanio_cavidad_mm,Estado_cavidad,Tecnica,Tipo_resina,Indice_contraccion_%,Peso_resina_inicial_mg,Peso_sobrante_mg,Margen_cavo_mm,Ajuste_margen
V,19,Bucal,ninguna,1.54,con_tejido,Estratificacion,Bulk,1.5,64.32,0.78,1.56,Equiobturado
V,25,Lingual,ninguna,2.19,limpia,Estratificacion,Compuesta,2.0,75.7,10.81,2.16,Equiobturado
V,31,Bucal,ninguna,2.65,con_tejido,Estratificacion,Compuesta,2.0,77.95,10.29,2.84,Sobreobturado
V,24,Lingual,ninguna,1.94,con_tejido,Bulk,Compuesta,2.0,117.89,17.54,2.06,Equiobturado
V,1,Bucal,ninguna,4.48,con_tejido,Estratificacion,Fluida,3.5,86.89,2.57,3.94,Subobturado
V,1,Lingual,ninguna,1.92,limpia,Estratificacion,Bulk,1.5,109.57,11.7,1.91,Equiobturado
V,15,Bucal,ninguna,3.82,limpia,Estratificacion,Bulk,1.5,99.39,17.01,3.64,Equiobturado
V,10,Bucal,ninguna,2.71,con_tejido,Bulk,Fluida,3.5,93.88,14.47,2.2,Subobturado
V,3,Bucal,ninguna,1.01,con_tejido,Estratificacion,Compuesta,2.0,86.16,5.36,1.07,Sobreobturado
V,11,Bucal,ninguna,1.93,limpia,Estratificacion,Compuesta,2.0,74.92,8.15,2.01,Equiobturado
V,18,Lingual,ninguna,2.37,limpia,Estratificacion,Bulk,1.5,99.92,4.71,2.4,Equiobturado
V,20,Lingual,ninguna,2.2,con_tejido,Bulk,Bulk,1.5,95.52,12.84,1.22,Subobturado
V,19,Bucal,ninguna,4.33,limpia,Bulk,Fluida,3.5,105.01,6.44,4.5,Equiobturado
V,18,Bucal,ninguna,2.01,con_tejido,Bulk,Con fibra de vidrio,1.0,98.62,13.66,2.84,Sobreobturado
V,5,Bucal,ninguna,3.74,limpia,Bulk,Bulk,1.5,60.81,8.43,3.83,Sobreobturado
V,12,Lingual,ninguna,3.85,con_tejido,Bulk,Compuesta,2.0,80.15,1.32,3.13,Subobturado
V,6,Bucal,ninguna,1.5,con_tejido,Bulk,Fluida,3.5,80.55,2.94,2.36,Sobreobturado
V,14,Lingual,ninguna,4.26,limpia,Estratificacion,Compuesta,2.0,105.25,20.21,3.88,Subobturado
V,22,Lingual,ninguna,2.3,con_tejido,Bulk,Fluida,3.5,106.03,15.8,2.47,Equiobturado
V,19,Bucal,ninguna,1.93,con_tejido,Estratificacion,Compuesta,2.0,115.75,4.81,1.24,Subobturado
V,29,Lingual,ninguna,2.15,con_tejido,Bulk,Fluida,3.5,108.22,1.41,1.86,Subobturado
V,15,Lingual,ninguna,3.8,limpia,Estratificacion,Compuesta,2.0,84.24,6.81,3.87,Equiobturado
V,13,Bucal,ninguna,1.11,con_tejido,Bulk,Bulk,1.5,67.45,0.29,1.08,Equiobturado
V,20,Lingual,ninguna,3.33,limpia,Bulk,Fluida,3.5,114.35,16.75,3.86,Sobreobturado
V,29,Lingual,ninguna,2.2,con_tejido,Bulk,Con fibra de vidrio,1.0,117.31,20.86,2.27,Equiobturado
V,5,Bucal,ninguna,4.63,con_tejido,Bulk,Compuesta,2.0,65.82,7.7,4.69,Equiobturado
V,30,Bucal,ninguna,2.78,limpia,Bulk,Bulk,1.5,65.04,4.2,2.64,Equiobturado
V,4,Lingual,ninguna,3.62,con_tejido,Bulk,Fluida,3.5,94.11,1.32,3.58,Subobturado
V,14,Lingual,ninguna,2.22,con_tejido,Estratificacion,Bulk,1.5,93.35,10.3,3.07,Sobreobturado
V,12,Bucal,ninguna,4.94,con_tejido,Bulk,Con fibra de vidrio,1.0,91.17,11.73,5.0,Equiobturado
V,20,Bucal,ninguna,4.48,limpia,Estratificacion,Con fibra de vidrio,1.0,95.43,11.47,4.3,Subobturado
V,23,Lingual,ninguna,3.75,con_tejido,Bulk,Compuesta,2.0,97.49,5.77,3.83,Equiobturado
V,23,Lingual,ninguna,4.68,con_tejido,Estratificacion,Con fibra de vidrio,1.0,104.37,2.17,4.12,Subobturado
V,9,Lingual,ninguna,1.98,limpia,Bulk,Compuesta,2.0,88.65,14.72,1.08,Subobturado
V,32,Lingual,ninguna,1.29,con_tejido,Estratificacion,Bulk,1.5,96.74,5.55,1.47,Equiobturado
V,21,Bucal,ninguna,1.47,limpia,Estratificacion,Bulk,1.5,83.57,9.08,1.46,Subobturado
V,14,Bucal,ninguna,2.42,limpia,Bulk,Compuesta,2.0,108.94,1.36,1.82,Subobturado
V,27,Bucal,ninguna,4.61,con_tejido,Bulk,Con fibra de vidrio,1.0,109.21,1.9,5.42,Sobreobturado
V,17,Bucal,ninguna,3.18,limpia,Estratificacion,Con fibra de vidrio,1.0,103.99,8.87,3.02,Equiobturado
V,17,Bucal,ninguna,4.27,con_tejido,Bulk,Compuesta,2.0,82.15,2.39,3.44,Subobturado
V,27,Bucal,ninguna,3.59,con_tejido,Estratificacion,Bulk,1.5,117.22,18.5,3.79,Sobreobturado
V,18,Lingual,ninguna,3.07,con_tejido,Estratificacion,Compuesta,2.0,64.88,5.28,3.82,Sobreobturado
V,28,Bucal,ninguna,2.58,con_tejido,Bulk,Compuesta,2.0,72.86,9.0,1.59,Subobturado
V,23,Lingual,ninguna,2.07,con_tejido,Estratificacion,Bulk,1.5,74.42,0.45,1.28,Subobturado
V,3,Bucal,ninguna,1.68,con_tejido,Estratificacion,Bulk,1.5,76.55,6.05,0.95,Subobturado
V,16,Lingual,ninguna,1.51,limpia,Bulk,Fluida,3.5,107.14,11.38,1.45,Equiobturado
V,20,Lingual,ninguna,3.72,limpia,Estratificacion,Fluida,3.5,96.05,13.51,3.18,Subobturado
V,5,Lingual,ninguna,4.86,limpia,Estratificacion,Fluida,3.5,61.59,0.23,4.74,Equiobturado
V,9,Lingual,ninguna,3.95,limpia,Estratificacion,Compuesta,2.0,87.92,6.57,3.59,Subobturado
V,31,Lingual,ninguna,4.81,con_tejido,Estratificacion,Compuesta,2.0,62.69,10.82,4.74,Equiobturado
V,3,Lingual,ninguna,4.18,con_tejido,Bulk,Bulk,1.5,98.67,18.18,3.81,Subobturado
V,30,Bucal,ninguna,4.07,limpia,Bulk,Con fibra de vidrio,1.0,61.53,7.09,4.25,Equiobturado
V,4,Lingual,ninguna,3.16,limpia,Estratificacion,Con fibra de vidrio,1.0,112.37,0.51,3.19,Sobreobturado
V,8,Lingual,ninguna,4.58,con_tejido,Bulk,Compuesta,2.0,104.99,15.8,4.66,Sobreobturado
V,20,Lingual,ninguna,1.9,con_tejido,Estratificacion,Con fibra de vidrio,1.0,64.27,10.33,1.0,Subobturado
V,10,Bucal,ninguna,2.27,limpia,Bulk,Fluida,3.5,60.03,6.33,2.34,Equiobturado
V,17,Lingual,ninguna,4.52,limpia,Bulk,Compuesta,2.0,91.15,7.46,4.04,Subobturado
V,7,Bucal,ninguna,3.07,limpia,Estratificacion,Fluida,3.5,115.28,4.46,2.4,Subobturado
V,22,Lingual,ninguna,3.06,con_tejido,Estratificacion,Con fibra de vidrio,1.0,89.98,9.52,2.98,Equiobturado
V,14,Bucal,ninguna,1.42,con_tejido,Estratificacion,Fluida,3.5,67.28,6.38,1.56,Equiobturado
V,30,Bucal,ninguna,2.38,con_tejido,Estratificacion,Fluida,3.5,118.6,7.2,2.4,Equiobturado
V,16,Bucal,ninguna,4.4,limpia,Bulk,Bulk,1.5,91.17,1.51,3.81,Subobturado
V,18,Bucal,ninguna,2.14,con_tejido,Bulk,Con fibra de vidrio,1.0,75.88,6.64,1.8,Subobturado
V,16,Bucal,ninguna,2.24,limpia,Estratificacion,Compuesta,2.0,76.31,14.41,2.07,Equiobturado
V,22,Lingual,ninguna,3.03,limpia,Estratificacion,Con fibra de vidrio,1.0,63.58,11.95,3.56,Sobreobturado
V,16,Bucal,ninguna,4.22,con_tejido,Estratificacion,Fluida,3.5,118.67,7.29,4.69,Sobreobturado
V,11,Lingual,ninguna,1.2,con_tejido,Estratificacion,Fluida,3.5,69.45,7.79,1.08,Equiobturado
V,2,Lingual,ninguna,4.65,limpia,Bulk,Bulk,1.5,90.87,0.5,4.76,Sobreobturado
V,17,Lingual,ninguna,3.74,con_tejido,Bulk,Con fibra de vidrio,1.0,100.94,4.5,4.01,Sobreobturado
V,29,Lingual,ninguna,2.11,limpia,Estratificacion,Bulk,1.5,69.06,11.27,2.04,Subobturado
V,32,Lingual,ninguna,1.1,limpia,Bulk,Fluida,3.5,101.07,4.96,1.22,Equiobturado
V,32,Bucal,ninguna,3.67,limpia,Bulk,Fluida,3.5,118.17,12.19,3.36,Subobturado
V,22,Lingual,ninguna,3.73,con_tejido,Estratificacion,Compuesta,2.0,88.45,15.28,3.87,Equiobturado
V,22,Lingual,ninguna,4.97,limpia,Estratificacion,Con fibra de vidrio,1.0,91.29,2.74,4.39,Subobturado
V,15,Bucal,ninguna,2.91,con_tejido,Bulk,Bulk,1.5,98.26,8.01,3.1,Equiobturado
V,14,Bucal,ninguna,1.18,limpia,Estratificacion,Fluida,3.5,81.89,7.55,0.76,Subobturado
V,18,Bucal,ninguna,1.3,limpia,Estratificacion,Compuesta,2.0,103.85,11.29,1.36,Equiobturado
V,15,Bucal,ninguna,2.86,limpia,Estratificacion,Fluida,3.5,74.98,3.96,2.83,Equiobturado
V,12,Bucal,ninguna,2.64,con_tejido,Bulk,Fluida,3.5,79.7,12.48,3.24,Sobreobturado
V,23,Bucal,ninguna,1.06,con_tejido,Bulk,Con fibra de vidrio,1.0,84.03,13.39,1.92,Sobreobturado
V,28,Bucal,ninguna,4.45,con_tejido,Bulk,Bulk,1.5,61.94,8.96,4.02,Subobturado
V,2,Lingual,ninguna,2.44,limpia,Estratificacion,Compuesta,2.0,102.19,5.7,3.36,Sobreobturado
V,5,Bucal,ninguna,4.07,limpia,Bulk,Compuesta,2.0,116.83,9.4,4.58,Sobreobturado
V,1,Lingual,ninguna,2.09,con_tejido,Estratificacion,Bulk,1.5,79.68,5.38,2.0,Equiobturado
V,14,Lingual,ninguna,2.25,con_tejido,Bulk,Bulk,1.5,79.13,1.63,2.3,Equiobturado
V,1,Lingual,ninguna,2.66,limpia,Estratificacion,Compuesta,2.0,62.7,6.88,2.68,Equiobturado
V,18,Bucal,ninguna,2.63,con_tejido,Bulk,Fluida,3.5,95.99,15.73,2.47,Subobturado
V,3,Lingual,ninguna,1.88,con_tejido,Estratificacion,Compuesta,2.0,85.96,7.92,2.07,Equiobturado
V,15,Lingual,ninguna,1.62,con_tejido,Bulk,Bulk,1.5,70.87,11.78,1.66,Equiobturado
V,20,Lingual,ninguna,2.68,con_tejido,Bulk,Compuesta,2.0,69.78,13.5,2.71,Equiobturado
V,30,Bucal,ninguna,3.2,limpia,Bulk,Con fibra de vidrio,1.0,61.26,8.94,3.06,Equiobturado
V,1,Lingual,ninguna,4.36,con_tejido,Bulk,Con fibra de vidrio,1.0,103.87,8.01,4.32,Equiobturado
V,30,Lingual,ninguna,4.42,limpia,Bulk,Fluida,3.5,81.36,3.66,4.33,Equiobturado
V,27,Lingual,ninguna,2.13,con_tejido,Estratificacion,Bulk,1.5,113.05,7.73,2.69,Sobreobturado
V,10,Bucal,ninguna,1.69,limpia,Bulk,Con fibra de vidrio,1.0,84.0,6.07,0.89,Subobturado
V,15,Bucal,ninguna,4.17,con_tejido,Estratificacion,Compuesta,2.0,89.79,0.7,4.0,Equiobturado
V,19,Bucal,ninguna,2.57,limpia,Estratificacion,Fluida,3.5,69.14,7.12,2.97,Sobreobturado
V,11,Lingual,ninguna,1.73,limpia,Estratificacion,Bulk,1.5,97.27,10.72,2.17,Sobreobturado
V,16,Lingual,ninguna,2.2,limpia,Bulk,Compuesta,2.0,76.65,14.2,2.66,Sobreobturado
V,28,Bucal,ninguna,4.92,con_tejido,Estratificacion,Fluida,3.5,115.17,13.86,5.05,Equiobturado
V,18,Lingual,ninguna,4.4,con_tejido,Estratificacion,Fluida,3.5,71.0,2.26,4.43,Equiobturado
V,4,Lingual,ninguna,3.78,con_tejido,Bulk,Compuesta,2.0,119.87,21.19,3.7,Subobturado
V,13,Lingual,ninguna,1.01,con_tejido,Bulk,Con fibra de vidrio,1.0,80.18,11.83,1.51,Sobreobturado
V,1,Bucal,ninguna,4.63,con_tejido,Bulk,Compuesta,2.0,75.45,6.86,4.63,Equiobturado
V,10,Lingual,ninguna,4.3,con_tejido,Estratificacion,Bulk,1.5,99.23,4.58,3.94,Subobturado
V,3,Lingual,ninguna,4.99,con_tejido,Bulk,Bulk,1.5,66.89,1.15,5.56,Sobreobturado
V,14,Bucal,ninguna,3.7,limpia,Estratificacion,Bulk,1.5,83.94,5.66,3.08,Subobturado
V,27,Bucal,ninguna,2.65,con_tejido,Bulk,Con fibra de vidrio,1.0,111.7,14.02,2.13,Subobturado
V,26,Bucal,ninguna,4.44,limpia,Bulk,Bulk,1.5,115.79,5.99,5.19,Sobreobturado
V,22,Bucal,ninguna,3.02,con_tejido,Bulk,Compuesta,2.0,118.64,8.71,2.64,Subobturado
V,3,Lingual,ninguna,3.16,limpia,Estratificacion,Compuesta,2.0,70.23,2.94,3.26,Equiobturado
V,1,Lingual,ninguna,3.04,limpia,Estratificacion,Con fibra de vidrio,1.0,69.47,0.82,2.12,Subobturado
V,25,Bucal,ninguna,4.47,con_tejido,Bulk,Compuesta,2.0,72.82,3.96,4.45,Subobturado
V,6,Lingual,ninguna,3.6,limpia,Estratificacion,Bulk,1.5,92.28,8.95,3.63,Equiobturado
V,13,Lingual,ninguna,3.23,limpia,Estratificacion,Bulk,1.5,92.35,0.23,2.37,Subobturado
V,17,Lingual,ninguna,4.67,con_tejido,Estratificacion,Compuesta,2.0,63.98,5.65,5.57,Sobreobturado
V,8,Bucal,ninguna,1.11,con_tejido,Bulk,Bulk,1.5,93.92,14.77,1.24,Sobreobturado
V,12,Lingual,ninguna,4.42,limpia,Bulk,Bulk,1.5,92.32,13.63,4.94,Sobreobturado
V,7,Lingual,ninguna,4.61,limpia,Bulk,Compuesta,2.0,119.15,7.0,4.79,Sobreobturado
V,30,Bucal,ninguna,3.68,con_tejido,Estratificacion,Compuesta,2.0,78.44,0.16,4.3,Sobreobturado
V,22,Bucal,ninguna,2.75,con_tejido,Bulk,Fluida,3.5,96.68,18.33,3.5,Sobreobturado
V,24,Bucal,ninguna,2.95,limpia,Estratificacion,Con fibra de vidrio,1.0,90.63,3.24,3.12,Equiobturado
V,31,Lingual,ninguna,2.44,limpia,Bulk,Con fibra de vidrio,1.0,115.78,14.23,2.32,Equiobturado
V,18,Lingual,ninguna,1.83,limpia,Bulk,Compuesta,2.0,80.84,1.33,2.08,Sobreobturado
V,32,Bucal,ninguna,2.3,con_tejido,Estratificacion,Bulk,1.5,80.5,13.65,2.31,Equiobturado
V,27,Lingual,ninguna,3.56,con_tejido,Estratificacion,Bulk,1.5,117.89,20.77,3.15,Subobturado
V,12,Bucal,ninguna,2.87,con_tejido,Estratificacion,Con fibra de vidrio,1.0,69.53,13.69,2.85,Equiobturado
V,20,Bucal,ninguna,1.99,limpia,Estratificacion,Compuesta,2.0,60.08,0.78,1.35,Subobturado
V,30,Bucal,ninguna,4.83,limpia,Estratificacion,Fluida,3.5,119.49,10.15,5.02,Equiobturado
V,9,Bucal,ninguna,2.45,limpia,Estratificacion,Bulk,1.5,105.75,17.16,1.7,Subobturado
V,29,Bucal,ninguna,2.43,limpia,Estratificacion,Fluida,3.5,90.78,7.42,2.43,Equiobturado
V,25,Lingual,ninguna,3.2,con_tejido,Estratificacion,Compuesta,2.0,98.58,18.41,3.35,Equiobturado
V,16,Lingual,ninguna,2.73,limpia,Bulk,Con fibra de vidrio,1.0,61.08,6.59,3.1,Sobreobturado
V,22,Bucal,ninguna,4.59,limpia,Bulk,Bulk,1.5,67.84,7.59,4.51,Equiobturado
V,27,Lingual,ninguna,2.93,con_tejido,Bulk,Compuesta,2.0,73.17,12.11,2.83,Equiobturado
V,22,Lingual,ninguna,2.51,con_tejido,Estratificacion,Con fibra de vidrio,1.0,95.2,13.51,2.64,Equiobturado
V,30,Lingual,ninguna,4.95,con_tejido,Bulk,Fluida,3.5,69.17,4.93,5.39,Sobreobturado
V,27,Bucal,ninguna,1.41,con_tejido,Estratificacion,Con fibra de vidrio,1.0,90.92,4.97,1.5,Equiobturado
V,16,Bucal,ninguna,4.61,con_tejido,Estratificacion,Bulk,1.5,89.42,9.68,4.48,Equiobturado
V,6,Lingual,ninguna,1.37,con_tejido,Estratificacion,Fluida,3.5,75.38,8.23,1.56,Sobreobturado
V,9,Bucal,ninguna,1.15,con_tejido,Estratificacion,Con fibra de vidrio,1.0,112.26,16.62,1.26,Equiobturado
V,13,Bucal,ninguna,2.61,limpia,Estratificacion,Fluida,3.5,82.27,7.71,2.56,Equiobturado
V,25,Bucal,ninguna,3.72,limpia,Estratificacion,Con fibra de vidrio,1.0,80.77,0.88,3.65,Equiobturado
V,10,Lingual,ninguna,4.76,limpia,Bulk,Con fibra de vidrio,1.0,114.21,10.86,4.73,Subobturado
V,29,Lingual,ninguna,2.27,limpia,Estratificacion,Fluida,3.5,91.0,16.01,2.19,Equiobturado
V,4,Bucal,ninguna,4.46,limpia,Bulk,Con fibra de vidrio,1.0,76.2,13.23,3.66,Subobturado
V,24,Bucal,ninguna,3.79,con_tejido,Bulk,Fluida,3.5,75.53,10.53,3.1,Subobturado
V,18,Bucal,ninguna,1.26,con_tejido,Bulk,Compuesta,2.0,97.53,0.11,0.99,Subobturado
V,25,Lingual,ninguna,1.32,limpia,Bulk,Fluida,3.5,82.11,13.43,1.89,Sobreobturado
V,3,Bucal,ninguna,2.65,con_tejido,Bulk,Bulk,1.5,100.76,1.5,2.82,Equiobturado
V,29,Bucal,ninguna,3.25,limpia,Bulk,Con fibra de vidrio,1.0,81.82,15.65,3.14,Equiobturado
V,30,Lingual,ninguna,4.86,limpia,Estratificacion,Fluida,3.5,84.84,9.81,4.68,Equiobturado
V,27,Bucal,ninguna,4.4,limpia,Estratificacion,Bulk,1.5,78.8,8.09,3.8,Subobturado
V,21,Bucal,ninguna,2.24,con_tejido,Bulk,Bulk,1.5,109.82,2.22,2.42,Equiobturado
V,4,Lingual,ninguna,2.53,limpia,Estratificacion,Bulk,1.5,62.65,1.1,3.38,Sobreobturado
V,30,Lingual,ninguna,4.68,con_tejido,Bulk,Con fibra de vidrio,1.0,86.4,2.15,3.69,Subobturado
V,28,Bucal,ninguna,3.85,con_tejido,Estratificacion,Con fibra de vidrio,1.0,72.04,13.11,4.4,Sobreobturado
V,5,Lingual,ninguna,2.18,con_tejido,Bulk,Compuesta,2.0,106.53,5.65,2.21,Equiobturado
V,9,Bucal,ninguna,4.29,limpia,Bulk,Con fibra de vidrio,1.0,108.79,14.2,4.51,Sobreobturado
V,31,Lingual,ninguna,1.46,con_tejido,Bulk,Fluida,3.5,80.45,5.58,1.41,Subobturado
V,6,Bucal,ninguna,3.58,con_tejido,Estratificacion,Con fibra de vidrio,1.0,117.68,10.14,3.72,Equiobturado
V,13,Bucal,ninguna,4.78,limpia,Bulk,Bulk,1.5,89.27,5.19,4.5,Subobturado
V,6,Lingual,ninguna,4.76,limpia,Bulk,Compuesta,2.0,119.74,3.11,5.39,Sobreobturado
V,9,Lingual,ninguna,2.99,limpia,Bulk,Bulk,1.5,78.07,13.22,2.04,Subobturado
V,18,Lingual,ninguna,1.81,limpia,Estratificacion,Fluida,3.5,118.46,8.09,1.57,Subobturado
V,23,Lingual,ninguna,2.6,con_tejido,Estratificacion,Bulk,1.5,67.56,10.3,2.1,Subobturado
V,32,Lingual,ninguna,4.93,con_tejido,Bulk,Fluida,3.5,86.77,10.71,4.85,Subobturado
V,4,Bucal,ninguna,2.63,con_tejido,Bulk,Fluida,3.5,101.81,6.22,2.86,Sobreobturado
V,23,Lingual,ninguna,3.64,limpia,Estratificacion,Bulk,1.5,86.17,6.23,3.57,Equiobturado
V,8,Bucal,ninguna,3.58,con_tejido,Estratificacion,Compuesta,2.0,75.12,4.82,2.79,Subobturado
V,1,Bucal,ninguna,4.91,con_tejido,Estratificacion,Fluida,3.5,89.03,0.45,4.84,Equiobturado
V,20,Bucal,ninguna,3.68,limpia,Estratificacion,Bulk,1.5,82.01,11.5,2.99,Subobturado
V,21,Lingual,ninguna,4.37,limpia,Estratificacion,Bulk,1.5,78.38,15.24,5.09,Sobreobturado
V,1,Lingual,ninguna,1.92,limpia,Bulk,Compuesta,2.0,86.64,9.29,1.35,Subobturado
V,4,Bucal,ninguna,4.86,con_tejido,Estratificacion,Con fibra de vidrio,1.0,81.66,3.04,4.74,Subobturado
V,10,Bucal,ninguna,1.52,con_tejido,Bulk,Bulk,1.5,90.92,2.69,0.69,Subobturado
V,5,Bucal,ninguna,4.02,limpia,Estratificacion,Fluida,3.5,62.27,7.88,3.74,Subobturado
V,28,Lingual,ninguna,4.86,con_tejido,Bulk,Compuesta,2.0,78.06,0.21,5.28,Sobreobturado
V,13,Bucal,ninguna,1.22,limpia,Estratificacion,Con fibra de vidrio,1.0,73.45,0.23,0.54,Subobturado
V,21,Lingual,ninguna,1.6,limpia,Bulk,Bulk,1.5,60.75,4.54,1.74,Equiobturado
V,27,Bucal,ninguna,4.78,limpia,Bulk,Compuesta,2.0,100.45,15.64,4.86,Sobreobturado
V,22,Bucal,ninguna,2.53,limpia,Estratificacion,Con fibra de vidrio,1.0,60.01,9.76,1.82,Subobturado
V,7,Lingual,ninguna,1.52,limpia,Bulk,Compuesta,2.0,100.61,2.73,2.03,Sobreobturado
V,31,Lingual,ninguna,3.0,limpia,Estratificacion,Compuesta,2.0,77.12,15.26,2.87,Equiobturado
V,16,Lingual,ninguna,2.21,con_tejido,Bulk,Con fibra de vidrio,1.0,97.83,13.7,1.29,Subobturado
V,20,Lingual,ninguna,1.16,limpia,Bulk,Compuesta,2.0,83.88,9.95,1.8,Sobreobturado
V,8,Bucal,ninguna,4.16,con_tejido,Bulk,Con fibra de vidrio,1.0,77.97,2.46,3.58,Subobturado
V,2,Bucal,ninguna,3.53,con_tejido,Estratificacion,Compuesta,2.0,100.95,14.42,3.58,Equiobturado
V,10,Lingual,ninguna,3.74,con_tejido,Bulk,Fluida,3.5,81.34,4.34,4.5,Sobreobturado
V,26,Bucal,ninguna,4.48,limpia,Bulk,Bulk,1.5,106.06,12.03,4.62,Equiobturado
V,12,Bucal,ninguna,5.0,limpia,Estratificacion,Con fibra de vidrio,1.0,72.71,13.7,5.25,Sobreobturado
V,3,Bucal,ninguna,3.69,limpia,Estratificacion,Fluida,3.5,113.37,8.56,3.18,Subobturado
V,3,Bucal,ninguna,4.31,limpia,Bulk,Compuesta,2.0,98.69,17.1,3.71,Subobturado
V,15,Bucal,ninguna,2.12,limpia,Estratificacion,Bulk,1.5,117.64,11.53,2.4,Sobreobturado
V,2,Lingual,ninguna,4.22,con_tejido,Estratificacion,Compuesta,2.0,91.51,16.88,4.17,Equiobturado
V,29,Bucal,ninguna,3.6,con_tejido,Bulk,Bulk,1.5,89.69,16.95,3.85,Sobreobturado
V,4,Lingual,ninguna,3.12,con_tejido,Bulk,Compuesta,2.0,113.38,22.65,3.19,Equiobturado
V,15,Lingual,ninguna,1.79,con_tejido,Bulk,Con fibra de vidrio,1.0,111.9,6.46,2.57,Sobreobturado
V,25,Lingual,ninguna,3.64,con_tejido,Estratificacion,Fluida,3.5,105.81,6.65,4.5,Sobreobturado
V,3,Bucal,ninguna,2.91,con_tejido,Estratificacion,Bulk,1.5,72.45,2.59,3.44,Sobreobturado
V,15,Bucal,ninguna,2.57,limpia,Estratificacion,Compuesta,2.0,72.88,5.59,1.83,Subobturado
V,14,Lingual,ninguna,3.62,con_tejido,Estratificacion,Bulk,1.5,89.65,9.87,3.74,Equiobturado
V,16,Bucal,ninguna,2.65,limpia,Estratificacion,Bulk,1.5,79.76,9.89,2.18,Subobturado
V,13,Lingual,ninguna,1.77,limpia,Bulk,Con fibra de vidrio,1.0,76.22,9.57,1.94,Sobreobturado
V,29,Bucal,ninguna,2.23,con_tejido,Estratificacion,Compuesta,2.0,91.44,6.04,2.02,Subobturado
V,8,Lingual,ninguna,3.81,limpia,Estratificacion,Con fibra de vidrio,1.0,68.93,1.89,3.83,Equiobturado
V,28,Lingual,ninguna,2.01,con_tejido,Estratificacion,Compuesta,2.0,85.69,6.25,1.68,Subobturado
V,19,Lingual,ninguna,1.32,limpia,Estratificacion,Bulk,1.5,81.89,14.91,1.29,Equiobturado
V,12,Bucal,ninguna,3.71,con_tejido,Estratificacion,Compuesta,2.0,91.21,5.72,2.82,Subobturado
V,17,Bucal,ninguna,2.97,con_tejido,Estratificacion,Con fibra de vidrio,1.0,106.02,10.89,2.81,Equiobturado
V,18,Lingual,ninguna,3.99,con_tejido,Estratificacion,Con fibra de vidrio,1.0,70.35,13.43,3.89,Subobturado
