Clase,Pieza,Superficie_1,Superficie_2,Tamanio_cavidad_mm,Estado_cavidad,Tecnica,Tipo_resina,Indice_contraccion_%,Peso_resina_inicial_mg,Peso_sobrante_mg,Margen_cavo_mm,Ajuste_margen
I,1,Oclusal,ninguna,1.51,limpia,Estratificacion,Bulk,1.5,109.07,1.04,1.88,Sobreobturado
I,1,Oclusal,ninguna,4.26,con_tejido,Bulk,Con fibra de vidrio,1.0,93.36,3.72,4.73,Sobreobturado
I,1,Oclusal,ninguna,1.61,limpia,Bulk,Bulk,1.5,91.06,15.14,1.58,Subobturado
I,1,Oclusal,ninguna,2.12,limpia,Estratificacion,Con fibra de vidrio,1.0,78.99,6.27,2.95,Sobreobturado
I,1,Oclusal,ninguna,3.69,limpia,Bulk,Con fibra de vidrio,1.0,102.23,8.54,3.65,Subobturado
I,1,Bucal,ninguna,4.5,con_tejido,Estratificacion,Bulk,1.5,76.16,7.5,5.16,Sobreobturado
I,1,Bucal,ninguna,1.55,con_tejido,Bulk,Compuesta,2.0,114.63,6.07,0.55,Subobturado
I,1,Bucal,ninguna,4.58,con_tejido,Bulk,Fluida,3.5,65.05,3.53,4.56,Equiobturado
I,1,Bucal,ninguna,4.79,limpia,Bulk,Con fibra de vidrio,1.0,94.81,16.35,5.5,Sobreobturado
I,1,Bucal,ninguna,1.27,limpia,Bulk,Fluida,3.5,110.79,3.96,1.22,Subobturado
I,1,Bucal,ninguna,2.6,con_tejido,Bulk,Con fibra de vidrio,1.0,82.49,11.19,2.61,Equiobturado
I,1,Bucal,ninguna,1.13,con_tejido,Bulk,Fluida,3.5,84.18,8.65,1.16,Equiobturado
I,1,Bucal,ninguna,2.21,con_tejido,Bulk,Compuesta,2.0,68.98,7.9,2.81,Sobreobturado
I,1,Bucal,ninguna,4.17,con_tejido,Bulk,Con fibra de vidrio,1.0,97.16,7.86,3.68,Subobturado
I,1,Bucal,ninguna,2.03,limpia,Bulk,Compuesta,2.0,106.09,13.16,2.42,Sobreobturado
I,1,Bucal,ninguna,3.32,con_tejido,Estratificacion,Con fibra de vidrio,1.0,87.42,16.9,3.25,Subobturado
I,1,Bucal,ninguna,3.32,limpia,Bulk,Fluida,3.5,67.67,2.29,3.63,Sobreobturado
I,1,Bucal,ninguna,2.97,limpia,Bulk,Con fibra de vidrio,1.0,60.77,7.24,3.17,Equiobturado
I,1,Bucal,ninguna,3.45,con_tejido,Estratificacion,Fluida,3.5,103.75,19.35,3.53,Sobreobturado
I,1,Bucal,ninguna,1.26,con_tejido,Estratificacion,Bulk,1.5,75.13,2.13,1.21,Equiobturado
I,1,Bucal,ninguna,2.24,con_tejido,Estratificacion,Compuesta,2.0,104.95,2.21,1.9,Subobturado
I,1,Bucal,ninguna,1.58,limpia,Estratificacion,Bulk,1.5,81.56,9.96,1.52,Subobturado
I,1,Bucal,ninguna,4.53,con_tejido,Bulk,Fluida,3.5,102.61,14.4,3.61,Subobturado
I,1,Bucal,ninguna,3.18,con_tejido,Estratificacion,Compuesta,2.0,60.66,9.58,2.62,Subobturado
I,1,Bucal,ninguna,3.41,limpia,Estratificacion,Compuesta,2.0,96.56,4.71,2.44,Subobturado
I,1,Bucal,ninguna,1.75,limpia,Bulk,Con fibra de vidrio,1.0,91.93,8.4,1.02,Subobturado
I,1,Bucal,ninguna,1.32,con_tejido,Bulk,Con fibra de vidrio,1.0,69.35,4.36,0.69,Subobturado
I,1,Bucal,ninguna,4.62,limpia,Bulk,Bulk,1.5,73.64,0.17,4.45,Subobturado
I,1,Bucal,ninguna,1.86,con_tejido,Bulk,Bulk,1.5,92.02,11.4,1.06,Subobturado
I,1,Bucal,ninguna,3.99,con_tejido,Bulk,Bulk,1.5,108.22,2.08,3.32,Subobturado
I,1,Lingual,ninguna,2.56,con_tejido,Bulk,Con fibra de vidrio,1.0,77.88,15.16,2.6,Equiobturado
I,1,Lingual,ninguna,1.54,limpia,Bulk,Bulk,1.5,95.48,8.6,2.53,Sobreobturado
I,1,Lingual,ninguna,3.44,limpia,Estratificacion,Compuesta,2.0,102.29,1.1,3.55,Equiobturado
I,1,Lingual,ninguna,3.38,con_tejido,Estratificacion,Con fibra de vidrio,1.0,106.93,12.9,3.55,Equiobturado
I,1,Lingual,ninguna,3.35,con_tejido,Estratificacion,Con fibra de vidrio,1.0,96.59,17.45,3.31,Equiobturado
I,1,Lingual,ninguna,1.25,con_tejido,Bulk,Compuesta,2.0,72.6,13.29,0.98,Subobturado
I,1,Lingual,ninguna,1.67,limpia,Bulk,Bulk,1.5,68.17,8.4,0.85,Subobturado
I,1,Lingual,ninguna,2.11,limpia,Estratificacion,Con fibra de vidrio,1.0,111.46,3.8,1.42,Subobturado
I,1,Lingual,ninguna,1.43,con_tejido,Bulk,Fluida,3.5,112.84,15.42,1.36,Equiobturado
I,1,Lingual,ninguna,2.5,con_tejido,Estratificacion,Con fibra de vidrio,1.0,71.39,12.34,2.57,Equiobturado
I,1,Lingual,ninguna,4.78,con_tejido,Bulk,Con fibra de vidrio,1.0,105.34,14.69,4.99,Sobreobturado
I,1,Lingual,ninguna,1.38,limpia,Estratificacion,Bulk,1.5,109.27,14.34,1.78,Sobreobturado
I,1,Lingual,ninguna,4.09,con_tejido,Bulk,Con fibra de vidrio,1.0,99.05,13.28,4.24,Equiobturado
I,1,Lingual,ninguna,2.69,con_tejido,Estratificacion,Compuesta,2.0,87.0,15.52,2.12,Subobturado
I,1,Lingual,ninguna,4.63,con_tejido,Estratificacion,Con fibra de vidrio,1.0,77.66,5.92,4.85,Sobreobturado
I,1,Lingual,ninguna,3.16,limpia,Bulk,Con fibra de vidrio,1.0,69.17,3.88,2.51,Subobturado
I,1,Lingual,ninguna,2.06,limpia,Estratificacion,Compuesta,2.0,117.25,21.55,1.4,Subobturado
I,1,Lingual,ninguna,3.02,limpia,Bulk,Compuesta,2.0,78.94,11.91,2.95,Subobturado
I,1,Lingual,ninguna,2.04,con_tejido,Bulk,Bulk,1.5,76.97,14.82,2.32,Sobreobturado
I,1,Lingual,ninguna,3.27,con_tejido,Bulk,Bulk,1.5,112.37,8.84,2.91,Subobturado
I,1,Lingual,ninguna,4.18,con_tejido,Bulk,Compuesta,2.0,85.05,13.99,4.67,Sobreobturado
I,1,Lingual,ninguna,1.39,limpia,Estratificacion,Fluida,3.5,81.78,8.84,0.59,Subobturado
I,1,Lingual,ninguna,1.9,limpia,Estratificacion,Bulk,1.5,109.34,13.64,1.61,Subobturado
I,1,Lingual,ninguna,3.51,limpia,Estratificacion,Fluida,3.5,90.31,12.88,3.62,Equiobturado
I,1,Lingual,ninguna,2.57,limpia,Estratificacion,Bulk,1.5,116.7,7.1,2.77,Equiobturado
I,2,Oclusal,ninguna,1.47,con_tejido,Bulk,Fluida,3.5,70.6,8.15,1.55,Equiobturado
I,2,Oclusal,ninguna,3.71,con_tejido,Estratificacion,Con fibra de vidrio,1.0,77.85,0.66,4.45,Sobreobturado
I,2,Oclusal,ninguna,1.12,con_tejido,Bulk,Bulk,1.5,99.05,2.08,0.55,Subobturado
I,2,Oclusal,ninguna,4.47,con_tejido,Bulk,Bulk,1.5,63.4,10.57,4.62,Equiobturado
I,2,Oclusal,ninguna,3.78,con_tejido,Estratificacion,Fluida,3.5,89.72,2.43,3.96,Equiobturado
I,2,Oclusal,ninguna,3.95,con_tejido,Bulk,Con fibra de vidrio,1.0,95.72,2.39,3.8,Equiobturado
I,2,Oclusal,ninguna,4.3,limpia,Bulk,Fluida,3.5,88.04,14.42,3.63,Subobturado
I,2,Oclusal,ninguna,3.43,limpia,Estratificacion,Fluida,3.5,75.43,13.19,2.96,Subobturado
I,2,Oclusal,ninguna,1.54,limpia,Bulk,Fluida,3.5,78.11,4.51,2.16,Sobreobturado
I,2,Oclusal,ninguna,4.99,con_tejido,Estratificacion,Compuesta,2.0,99.37,15.23,5.27,Sobreobturado
I,2,Oclusal,ninguna,1.64,limpia,Estratificacion,Fluida,3.5,91.53,6.22,1.47,Equiobturado
I,2,Oclusal,ninguna,3.93,limpia,Estratificacion,Compuesta,2.0,117.93,4.75,3.84,Equiobturado
I,2,Oclusal,ninguna,1.91,con_tejido,Bulk,Bulk,1.5,71.29,3.49,1.2,Subobturado
I,2,Oclusal,ninguna,2.44,con_tejido,Estratificacion,Bulk,1.5,100.55,10.4,2.45,Equiobturado
I,2,Oclusal,ninguna,1.8,limpia,Bulk,Con fibra de vidrio,1.0,84.87,9.03,2.46,Sobreobturado
I,2,Oclusal,ninguna,3.45,limpia,Estratificacion,Bulk,1.5,62.95,3.09,4.24,Sobreobturado
I,2,Oclusal,ninguna,4.47,limpia,Bulk,Compuesta,2.0,91.03,16.73,4.55,Equiobturado
I,2,Oclusal,ninguna,2.87,limpia,Bulk,Bulk,1.5,68.94,0.17,2.09,Subobturado
I,2,Oclusal,ninguna,3.59,limpia,Estratificacion,Bulk,1.5,101.41,19.95,3.69,Equiobturado
I,2,Oclusal,ninguna,2.97,con_tejido,Estratificacion,Con fibra de vidrio,1.0,103.19,15.52,2.54,Subobturado
I,2,Oclusal,ninguna,2.92,con_tejido,Bulk,Fluida,3.5,104.05,7.44,2.16,Subobturado
I,2,Oclusal,ninguna,2.46,limpia,Bulk,Con fibra de vidrio,1.0,71.58,0.1,2.4,Equiobturado
I,2,Oclusal,ninguna,2.17,limpia,Bulk,Con fibra de vidrio,1.0,95.92,17.73,2.94,Sobreobturado
I,2,Oclusal,ninguna,4.71,con_tejido,Estratificacion,Compuesta,2.0,94.03,10.5,5.19,Sobreobturado
I,2,Oclusal,ninguna,2.34,con_tejido,Estratificacion,Fluida,3.5,87.64,11.96,1.53,Subobturado
I,2,Bucal,ninguna,3.51,limpia,Estratificacion,Con fibra de vidrio,1.0,102.93,4.12,4.12,Sobreobturado
I,2,Bucal,ninguna,3.22,limpia,Bulk,Con fibra de vidrio,1.0,98.27,12.2,3.37,Equiobturado
I,2,Bucal,ninguna,3.38,con_tejido,Bulk,Con fibra de vidrio,1.0,97.83,5.32,4.14,Sobreobturado
I,2,Bucal,ninguna,3.47,limpia,Bulk,Compuesta,2.0,89.37,6.58,3.44,Subobturado
I,2,Bucal,ninguna,4.03,limpia,Estratificacion,Con fibra de vidrio,1.0,110.33,6.87,3.68,Subobturado
I,2,Bucal,ninguna,3.33,con_tejido,Bulk,Compuesta,2.0,81.87,14.91,3.3,Subobturado
I,2,Bucal,ninguna,4.48,con_tejido,Estratificacion,Compuesta,2.0,110.8,5.32,4.36,Subobturado
I,2,Bucal,ninguna,3.91,limpia,Bulk,Compuesta,2.0,60.15,2.93,3.75,Equiobturado
I,2,Bucal,ninguna,4.24,limpia,Bulk,Fluida,3.5,116.78,18.93,4.71,Sobreobturado
I,2,Bucal,ninguna,3.81,limpia,Bulk,Con fibra de vidrio,1.0,88.18,10.44,3.98,Sobreobturado
I,2,Bucal,ninguna,4.09,con_tejido,Estratificacion,Con fibra de vidrio,1.0,79.95,14.25,3.18,Subobturado
I,2,Bucal,ninguna,2.99,con_tejido,Bulk,Fluida,3.5,88.54,0.81,3.63,Sobreobturado
I,2,Bucal,ninguna,1.56,limpia,Estratificacion,Bulk,1.5,118.95,6.36,2.5,Sobreobturado
I,2,Bucal,ninguna,3.44,limpia,Estratificacion,Bulk,1.5,110.39,18.63,3.52,Equiobturado
I,2,Bucal,ninguna,3.38,limpia,Bulk,Bulk,1.5,75.87,10.89,3.26,Equiobturado
I,2,Bucal,ninguna,3.55,con_tejido,Bulk,Compuesta,2.0,91.99,4.88,2.74,Subobturado
I,2,Bucal,ninguna,3.48,con_tejido,Bulk,Bulk,1.5,97.11,7.48,4.4,Sobreobturado
I,2,Bucal,ninguna,4.24,con_tejido,Bulk,Compuesta,2.0,118.65,19.16,4.69,Sobreobturado
I,2,Bucal,ninguna,4.01,con_tejido,Bulk,Compuesta,2.0,99.57,1.96,3.35,Subobturado
I,2,Bucal,ninguna,3.2,limpia,Estratificacion,Compuesta,2.0,106.59,2.57,3.96,Sobreobturado
I,2,Bucal,ninguna,2.83,con_tejido,Bulk,Fluida,3.5,84.29,8.76,2.15,Subobturado
I,2,Bucal,ninguna,2.77,limpia,Bulk,Bulk,1.5,60.94,3.47,2.88,Sobreobturado
I,2,Bucal,ninguna,3.96,limpia,Bulk,Bulk,1.5,118.16,7.51,3.81,Equiobturado
I,2,Bucal,ninguna,2.19,con_tejido,Bulk,Bulk,1.5,87.22,3.18,1.84,Subobturado
I,2,Bucal,ninguna,3.87,limpia,Bulk,Bulk,1.5,109.01,3.27,4.04,Sobreobturado
I,2,Lingual,ninguna,1.4,limpia,Estratificacion,Con fibra de vidrio,1.0,74.55,10.73,1.91,Sobreobturado
I,2,Lingual,ninguna,3.59,limpia,Bulk,Con fibra de vidrio,1.0,80.39,11.03,3.44,Equiobturado
I,2,Lingual,ninguna,4.84,con_tejido,Bulk,Compuesta,2.0,76.48,7.62,5.34,Sobreobturado
I,2,Lingual,ninguna,4.43,con_tejido,Estratificacion,Con fibra de vidrio,1.0,96.94,14.25,4.92,Sobreobturado
I,2,Lingual,ninguna,1.36,con_tejido,Estratificacion,Compuesta,2.0,79.45,9.96,2.3,Sobreobturado
I,2,Lingual,ninguna,2.61,limpia,Estratificacion,Compuesta,2.0,107.6,5.8,2.67,Sobreobturado
I,2,Lingual,ninguna,3.85,con_tejido,Estratificacion,Fluida,3.5,111.44,20.31,3.99,Equiobturado
I,2,Lingual,ninguna,2.27,limpia,Estratificacion,Bulk,1.5,64.77,2.65,3.11,Sobreobturado
I,2,Lingual,ninguna,4.52,limpia,Estratificacion,Bulk,1.5,113.89,16.55,4.6,Equiobturado
I,2,Lingual,ninguna,2.32,con_tejido,Estratificacion,Compuesta,2.0,100.39,19.14,2.53,Sobreobturado
I,2,Lingual,ninguna,3.43,limpia,Bulk,Con fibra de vidrio,1.0,87.31,16.26,3.45,Equiobturado
I,2,Lingual,ninguna,4.61,limpia,Bulk,Bulk,1.5,103.55,11.87,4.53,Equiobturado
I,2,Lingual,ninguna,2.54,con_tejido,Estratificacion,Fluida,3.5,117.47,9.6,1.56,Subobturado
I,2,Lingual,ninguna,1.82,con_tejido,Estratificacion,Fluida,3.5,102.2,18.5,1.07,Subobturado
I,2,Lingual,ninguna,2.36,limpia,Estratificacion,Bulk,1.5,88.23,14.75,2.36,Equiobturado
I,2,Lingual,ninguna,1.81,con_tejido,Bulk,Bulk,1.5,85.87,0.54,1.97,Sobreobturado
I,2,Lingual,ninguna,3.64,limpia,Estratificacion,Bulk,1.5,87.9,14.41,2.8,Subobturado
I,2,Lingual,ninguna,1.54,limpia,Estratificacion,Bulk,1.5,95.56,1.27,1.32,Subobturado
I,2,Lingual,ninguna,2.84,con_tejido,Estratificacion,Bulk,1.5,67.51,13.48,2.89,Equiobturado
I,2,Lingual,ninguna,4.57,limpia,Estratificacion,Fluida,3.5,110.99,8.96,5.57,Sobreobturado
I,2,Lingual,ninguna,2.06,con_tejido,Bulk,Bulk,1.5,68.29,9.87,1.59,Subobturado
I,2,Lingual,ninguna,3.22,limpia,Bulk,Con fibra de vidrio,1.0,93.38,2.66,3.02,Subobturado
I,2,Lingual,ninguna,2.59,limpia,Estratificacion,Bulk,1.5,111.84,8.48,2.93,Sobreobturado
I,2,Lingual,ninguna,3.78,limpia,Estratificacion,Bulk,1.5,86.47,0.24,3.46,Subobturado
I,2,Lingual,ninguna,3.96,limpia,Estratificacion,Fluida,3.5,89.1,11.05,3.0,Subobturado
I,3,Oclusal,ninguna,1.86,con_tejido,Bulk,Bulk,1.5,79.01,2.51,1.51,Subobturado
I,3,Oclusal,ninguna,3.52,limpia,Bulk,Compuesta,2.0,98.75,5.69,2.77,Subobturado
I,3,Oclusal,ninguna,4.87,limpia,Bulk,Bulk,1.5,119.9,11.66,4.92,Sobreobturado
I,3,Oclusal,ninguna,4.13,limpia,Estratificacion,Fluida,3.5,70.69,6.5,4.21,Equiobturado
I,3,Oclusal,ninguna,4.4,con_tejido,Bulk,Compuesta,2.0,92.82,2.08,4.38,Equiobturado
I,3,Oclusal,ninguna,1.07,limpia,Estratificacion,Con fibra de vidrio,1.0,80.58,9.94,0.56,Subobturado
I,3,Oclusal,ninguna,1.03,con_tejido,Bulk,Con fibra de vidrio,1.0,105.86,17.43,1.36,Sobreobturado
I,3,Oclusal,ninguna,2.77,limpia,Bulk,Fluida,3.5,88.8,2.07,2.23,Subobturado
I,3,Oclusal,ninguna,2.82,con_tejido,Estratificacion,Con fibra de vidrio,1.0,74.19,7.53,3.54,Sobreobturado
I,3,Oclusal,ninguna,3.44,limpia,Estratificacion,Compuesta,2.0,97.5,6.78,2.83,Subobturado
I,3,Oclusal,ninguna,4.71,con_tejido,Bulk,Fluida,3.5,81.31,16.11,4.69,Equiobturado
I,3,Oclusal,ninguna,2.92,limpia,Bulk,Fluida,3.5,96.24,8.28,2.86,Equiobturado
I,3,Oclusal,ninguna,4.28,limpia,Estratificacion,Compuesta,2.0,88.37,4.78,4.81,Sobreobturado
I,3,Oclusal,ninguna,3.37,limpia,Estratificacion,Con fibra de vidrio,1.0,114.96,12.58,3.73,Sobreobturado
I,3,Oclusal,ninguna,4.19,limpia,Bulk,Compuesta,2.0,116.39,17.47,3.52,Subobturado
I,3,Oclusal,ninguna,1.6,limpia,Bulk,Compuesta,2.0,70.77,9.6,1.91,Sobreobturado
I,3,Oclusal,ninguna,3.92,con_tejido,Bulk,Bulk,1.5,69.0,10.08,3.8,Equiobturado
I,3,Oclusal,ninguna,2.83,limpia,Estratificacion,Bulk,1.5,105.46,0.96,2.93,Sobreobturado
I,3,Oclusal,ninguna,4.73,limpia,Bulk,Compuesta,2.0,84.91,5.94,4.88,Equiobturado
I,3,Oclusal,ninguna,1.07,con_tejido,Estratificacion,Fluida,3.5,92.18,18.0,0.4,Subobturado
I,3,Oclusal,ninguna,3.12,limpia,Bulk,Compuesta,2.0,71.67,9.62,3.02,Subobturado
I,3,Oclusal,ninguna,1.96,con_tejido,Bulk,Bulk,1.5,77.54,11.59,1.45,Subobturado
I,3,Oclusal,ninguna,3.31,limpia,Bulk,Compuesta,2.0,71.44,5.93,3.31,Equiobturado
I,3,Oclusal,ninguna,1.09,limpia,Bulk,Con fibra de vidrio,1.0,67.47,12.25,1.11,Equiobturado
I,3,Oclusal,ninguna,4.91,con_tejido,Bulk,Bulk,1.5,118.03,13.8,5.17,Sobreobturado
I,3,Bucal,ninguna,4.29,con_tejido,Estratificacion,Con fibra de vidrio,1.0,119.68,15.1,4.55,Sobreobturado
I,3,Bucal,ninguna,2.6,con_tejido,Estratificacion,Compuesta,2.0,76.14,12.31,2.53,Equiobturado
I,3,Bucal,ninguna,1.88,con_tejido,Estratificacion,Bulk,1.5,115.61,14.38,2.86,Sobreobturado
I,3,Bucal,ninguna,1.23,limpia,Estratificacion,Bulk,1.5,105.44,9.61,2.14,Sobreobturado
I,3,Bucal,ninguna,4.21,con_tejido,Estratificacion,Bulk,1.5,78.59,6.04,5.04,Sobreobturado
I,3,Bucal,ninguna,2.15,limpia,Bulk,Con fibra de vidrio,1.0,92.2,16.24,2.01,Equiobturado
I,3,Bucal,ninguna,2.11,limpia,Bulk,Con fibra de vidrio,1.0,90.78,13.2,1.51,Subobturado
I,3,Bucal,ninguna,4.88,con_tejido,Estratificacion,Fluida,3.5,90.05,9.17,4.23,Subobturado
I,3,Bucal,ninguna,4.98,con_tejido,Bulk,Con fibra de vidrio,1.0,77.43,1.63,5.54,Sobreobturado
I,3,Bucal,ninguna,1.77,limpia,Estratificacion,Con fibra de vidrio,1.0,61.18,5.05,0.89,Subobturado
I,3,Bucal,ninguna,2.06,con_tejido,Estratificacion,Con fibra de vidrio,1.0,118.18,22.56,1.11,Subobturado
I,3,Bucal,ninguna,3.38,con_tejido,Estratificacion,Bulk,1.5,86.97,9.74,2.53,Subobturado
I,3,Bucal,ninguna,1.01,con_tejido,Bulk,Bulk,1.5,69.74,5.82,0.37,Subobturado
I,3,Bucal,ninguna,2.56,limpia,Estratificacion,Fluida,3.5,95.09,5.53,2.75,Sobreobturado
I,3,Bucal,ninguna,1.62,limpia,Bulk,Fluida,3.5,118.47,13.29,1.73,Sobreobturado
I,3,Bucal,ninguna,4.25,limpia,Bulk,Fluida,3.5,87.79,5.05,4.3,Equiobturado
I,3,Bucal,ninguna,3.58,con_tejido,Bulk,Fluida,3.5,81.81,1.25,3.73,Sobreobturado
I,3,Bucal,ninguna,1.94,limpia,Bulk,Compuesta,2.0,100.74,16.71,1.52,Subobturado
I,3,Bucal,ninguna,4.21,con_tejido,Estratificacion,Fluida,3.5,70.21,2.66,5.03,Sobreobturado
I,3,Bucal,ninguna,4.3,con_tejido,Bulk,Compuesta,2.0,88.44,4.64,4.21,Subobturado
I,3,Bucal,ninguna,2.75,limpia,Bulk,Fluida,3.5,102.64,7.9,2.71,Equiobturado
I,3,Bucal,ninguna,1.84,limpia,Bulk,Bulk,1.5,107.83,17.29,1.02,Subobturado
I,3,Bucal,ninguna,1.18,con_tejido,Estratificacion,Fluida,3.5,90.68,13.34,0.59,Subobturado
I,3,Bucal,ninguna,1.37,limpia,Estratificacion,Fluida,3.5,100.86,7.2,1.85,Sobreobturado
I,3,Bucal,ninguna,4.54,con_tejido,Bulk,Con fibra de vidrio,1.0,99.5,3.59,4.7,Sobreobturado
I,3,Lingual,ninguna,1.16,limpia,Bulk,Con fibra de vidrio,1.0,89.0,13.56,0.91,Subobturado
I,3,Lingual,ninguna,3.39,con_tejido,Estratificacion,Bulk,1.5,97.65,7.36,2.84,Subobturado
I,3,Lingual,ninguna,2.27,con_tejido,Estratificacion,Compuesta,2.0,90.8,14.78,2.36,Sobreobturado
I,3,Lingual,ninguna,1.25,con_tejido,Estratificacion,Con fibra de vidrio,1.0,109.19,4.31,1.34,Equiobturado
I,3,Lingual,ninguna,4.51,con_tejido,Estratificacion,Con fibra de vidrio,1.0,73.97,2.28,4.4,Subobturado
I,3,Lingual,ninguna,3.26,limpia,Estratificacion,Fluida,3.5,95.85,2.28,2.46,Subobturado
I,3,Lingual,ninguna,3.31,con_tejido,Bulk,Compuesta,2.0,110.38,6.05,2.47,Subobturado
I,3,Lingual,ninguna,3.02,con_tejido,Bulk,Con fibra de vidrio,1.0,105.22,12.81,2.99,Subobturado
I,3,Lingual,ninguna,4.49,con_tejido,Bulk,Fluida,3.5,60.71,11.09,4.67,Equiobturado
I,3,Lingual,ninguna,2.5,con_tejido,Bulk,Fluida,3.5,105.68,15.68,1.53,Subobturado
I,3,Lingual,ninguna,2.37,limpia,Estratificacion,Bulk,1.5,105.63,8.39,2.59,Sobreobturado
I,3,Lingual,ninguna,4.36,limpia,Estratificacion,Compuesta,2.0,63.69,1.11,4.79,Sobreobturado
I,3,Lingual,ninguna,2.33,con_tejido,Estratificacion,Con fibra de vidrio,1.0,114.2,17.92,2.42,Equiobturado
I,3,Lingual,ninguna,3.99,con_tejido,Estratificacion,Compuesta,2.0,89.32,14.5,3.96,Subobturado
I,3,Lingual,ninguna,3.76,con_tejido,Estratificacion,Con fibra de vidrio,1.0,119.23,12.0,3.9,Equiobturado
I,3,Lingual,ninguna,4.78,con_tejido,Bulk,Fluida,3.5,101.84,12.71,4.74,Equiobturado
I,3,Lingual,ninguna,4.44,con_tejido,Bulk,Bulk,1.5,78.22,0.72,4.95,Sobreobturado
I,3,Lingual,ninguna,2.46,con_tejido,Estratificacion,Con fibra de vidrio,1.0,73.21,13.86,2.65,Equiobturado
I,3,Lingual,ninguna,4.43,con_tejido,Estratificacion,Compuesta,2.0,64.03,8.81,4.78,Sobreobturado
I,3,Lingual,ninguna,3.73,con_tejido,Estratificacion,Con fibra de vidrio,1.0,100.95,7.99,4.54,Sobreobturado
I,3,Lingual,ninguna,2.45,con_tejido,Estratificacion,Bulk,1.5,99.89,6.89,2.47,Equiobturado
I,3,Lingual,ninguna,2.54,limpia,Bulk,Con fibra de vidrio,1.0,114.89,21.01,2.53,Subobturado
I,3,Lingual,ninguna,1.11,con_tejido,Bulk,Bulk,1.5,114.83,16.35,1.03,Subobturado
I,3,Lingual,ninguna,3.96,con_tejido,Bulk,Con fibra de vidrio,1.0,91.07,7.56,3.12,Subobturado
I,3,Lingual,ninguna,1.05,con_tejido,Bulk,Fluida,3.5,61.8,11.87,1.87,Sobreobturado
I,4,Oclusal,ninguna,2.56,con_tejido,Estratificacion,Compuesta,2.0,103.65,17.51,3.12,Sobreobturado
I,4,Oclusal,ninguna,2.41,con_tejido,Estratificacion,Con fibra de vidrio,1.0,104.28,2.99,2.47,Equiobturado
I,4,Oclusal,ninguna,2.56,limpia,Estratificacion,Compuesta,2.0,78.55,6.71,3.02,Sobreobturado
I,4,Oclusal,ninguna,3.51,limpia,Bulk,Con fibra de vidrio,1.0,69.39,0.98,4.3,Sobreobturado
I,4,Oclusal,ninguna,3.54,limpia,Estratificacion,Con fibra de vidrio,1.0,63.01,12.32,3.48,Equiobturado
I,4,Oclusal,ninguna,2.68,con_tejido,Estratificacion,Fluida,3.5,78.59,13.52,2.49,Equiobturado
I,4,Oclusal,ninguna,3.85,limpia,Estratificacion,Compuesta,2.0,113.54,16.79,3.73,Subobturado
